"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"04914","Progesterone-mediated oocyte maturation",93,6,0.0645161290322581,2.74812903225806,2.62526715708815,0.0220302511801991,0.201026042019317,"Anapc1,Anapc2,Pik3r1,Ccnb1,Gnai1,Cdc26","04914","Progesterone-mediated oocyte maturation","Endocrine system","Organismal Systems"
"05222","Small cell lung cancer",94,6,0.0638297872340425,2.71889361702128,2.59532675170144,0.0230866972333947,0.20428229067125,"Bax,Cdk4,Xiap,Itga6,Birc3,Pik3r1","05222","Small cell lung cancer","Cancer: specific types","Human Diseases"
"04061","Viral protein interaction with cytokine and cytokine receptor",95,6,0.0631578947368421,2.69027368421053,2.56577473409206,0.0241767003033739,0.20763519084074,"Ccl8,Ccl9,Il10ra,Ccl7,Ccl2,Cx3cr1","04061","Viral protein interaction with cytokine and cytokine receptor","Signaling molecules and interaction","Environmental Information Processing"
"05322","Systemic lupus erythematosus",150,8,0.0533333333333333,2.27178666666667,2.43217133506696,0.0250330297001035,0.208846990640863,"Fcgr1,C1qa,C1qc,C1qb,H2-Ob,Fcgr3,H2-Eb2,H2-Ab1","05322","Systemic lupus erythematosus","Immune disease","Human Diseases"
"05218","Melanoma",72,5,0.0694444444444444,2.95805555555556,2.58474820444586,0.0268170724663988,0.21163743676185,"Bax,Cdk4,Map2k2,Pik3r1,Cdkn2a","05218","Melanoma","Cancer: specific types","Human Diseases"
"05223","Non-small cell lung cancer",72,5,0.0694444444444444,2.95805555555556,2.58474820444586,0.0268170724663988,0.21163743676185,"Bax,Cdk4,Map2k2,Pik3r1,Cdkn2a","05223","Non-small cell lung cancer","Cancer: specific types","Human Diseases"
"05170","Human immunodeficiency virus 1 infection",243,11,0.0452674897119342,1.92821399176955,2.26943408394189,0.028310656512599,0.217545044781024,"Cd3g,Bax,Fbxw11,Cd4,Cgas,Map2k2,Pik3r1,Ccnb1,Itpr3,Gng7,Gnai1","05170","Human immunodeficiency virus 1 infection","Infectious disease: viral","Human Diseases"
"04120","Ubiquitin mediated proteolysis",156,8,0.0512820512820513,2.18441025641026,2.31058983663671,0.0306745441711559,0.228369988648281,"Anapc1,Fbxw11,Xiap,Anapc2,Ube3b,Birc3,Smurf1,Cdc26","04120","Ubiquitin mediated proteolysis","Folding, sorting and degradation","Genetic Information Processing"
"05214","Glioma",75,5,0.0666666666666667,2.83973333333333,2.4789861040975,0.0312835600888057,0.228369988648281,"Bax,Cdk4,Map2k2,Pik3r1,Cdkn2a","05214","Glioma","Cancer: specific types","Human Diseases"
"05212","Pancreatic cancer",76,5,0.0657894736842105,2.80236842105263,2.44489091135516,0.0328698442563701,0.234097427386831,"Bax,Cdk4,Smad2,Pik3r1,Cdkn2a","05212","Pancreatic cancer","Cancer: specific types","Human Diseases"
"04215","Apoptosis - multiple species",32,3,0.09375,3.993375,2.62931999546981,0.0384394772259087,0.265640531491219,"Bax,Xiap,Birc3","04215","Apoptosis - multiple species","Cell growth and death","Cellular Processes"
"05163","Human cytomegalovirus infection",256,11,0.04296875,1.830296875,2.08492846573657,0.0391182974456247,0.265640531491219,"Bax,Cdk4,Il10ra,Cgas,Map2k2,Ccl2,Pik3r1,Itpr3,Cdkn2a,Gng7,Gnai1","05163","Human cytomegalovirus infection","Infectious disease: viral","Human Diseases"
"01524","Platinum drug resistance",81,5,0.0617283950617284,2.62938271604938,2.28232479670516,0.0415469987421544,0.275720991652479,"Bax,Xiap,Birc3,Pik3r1,Cdkn2a","01524","Platinum drug resistance","Drug resistance: antineoplastic","Human Diseases"
"04710","Circadian rhythm",34,3,0.0882352941176471,3.75847058823529,2.4977907528452,0.044830588391158,0.288097294652092,"Fbxw11,Npas2,Fbxl21","04710","Circadian rhythm","Environmental adaptation","Organismal Systems"
"04371","Apelin signaling pathway",140,7,0.05,2.1298,2.08637864407184,0.0468349692640311,0.288097294652092,"Smad2,Nos1,Pik3r4,Map2k2,Itpr3,Gng7,Gnai1","04371","Apelin signaling pathway","Signal transduction","Environmental Information Processing"
"05213","Endometrial cancer",58,4,0.0689655172413793,2.93765517241379,2.29419453671564,0.0469147798409422,0.288097294652092,"Bax,Map2k2,Ctnna1,Pik3r1","05213","Endometrial cancer","Cancer: specific types","Human Diseases"
"04662","B cell receptor signaling pathway",84,5,0.0595238095238095,2.53547619047619,2.190565357833,0.0473584593948644,0.288097294652092,"Lilra6,Map2k2,Pik3r1,Pirb,Lilrb4a","04662","B cell receptor signaling pathway","Immune system","Organismal Systems"
