"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0070661","leukocyte proliferation",378,13,0.0343915343915344,4.0116060761222,5.48061093679836,2.61381062701118e-05,0.00101858122603824,"Ebi3,Ptpn6,Irf1,Bmp4,Btnl2,Aif1,Cd6,Rasgrp1,Itgal,Rac2,Ccdc88b,Lgals3,Ighd"
"GO:0046503","glycerolipid catabolic process",68,6,0.0882352941176471,10.292220113852,7.13368201174275,2.62252357084642e-05,0.00101858122603824,"Plin5,Pik3cg,Pnpla2,Prdx6,Ces1d,Gdpd1"
"GO:0030282","bone mineralization",143,8,0.0559440559440559,6.52560342882924,6.15960097482684,3.42320086742283e-05,0.00124525946308381,"Bmp4,Lox,Tmem38b,Smpd3,Ptgs2,Osr1,Mmp13,Phex"
"GO:0044242","cellular lipid catabolic process",233,10,0.0429184549356223,5.00623009829711,5.70950818796376,3.60250642118708e-05,0.00129136882720204,"Plin5,Pik3cg,Ehhadh,Echs1,Pnpla2,Prdx6,Smpd3,Acacb,Ces1d,Gdpd1"
"GO:0019216","regulation of lipid metabolic process",390,13,0.0333333333333333,3.88817204301075,5.33988078322081,3.60815084662129e-05,0.00129136882720204,"Plin5,Srebf1,Pik3cg,Nr1d1,Ephx2,Pnpla2,Smpd3,Ptgs2,Pdk2,Acacb,Hcar2,Nr1h4,Ces1d"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",285,11,0.0385964912280702,4.50209394453877,5.52495741808746,3.89760227753822e-05,0.00137282213553291,"Irf1,Elane,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Itgal,Vnn1,Ccdc88b,Il1rl2"
"GO:0070663","regulation of leukocyte proliferation",286,11,0.0384615384615385,4.4863523573201,5.50986031929129,4.02330531206109e-05,0.00140561895246367,"Ptpn6,Irf1,Bmp4,Btnl2,Aif1,Cd6,Itgal,Rac2,Ccdc88b,Lgals3,Ighd"
"GO:0003012","muscle system process",460,14,0.0304347826086957,3.55007012622721,5.12673094074034,4.87587021127647e-05,0.00162700090207857,"Gata6,Myl2,P2rx1,Bmp4,Pi16,Aif1,Tmem38b,Smpd3,Ptgs2,Acacb,Ar,Myh7,Myl3,Actc1"
"GO:0051251","positive regulation of lymphocyte activation",346,12,0.0346820809248555,4.04549692336379,5.29953630606567,4.92644161067847e-05,0.001631608049865,"Irf1,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Pagr1a,Itgal,Vnn1,Ccdc88b,Il1rl2,Ighd"
"GO:0050867","positive regulation of cell activation",407,13,0.0319410319410319,3.72576682254102,5.14981343720904,5.5755547517815e-05,0.00176913319551709,"Irf1,Myb,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Pagr1a,Itgal,Vnn1,Ccdc88b,Il1rl2,Ighd"
"GO:0060993","kidney morphogenesis",113,7,0.0619469026548673,7.2258064516129,6.16614154281705,5.58086181551133e-05,0.00176913319551709,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0072080","nephron tubule development",113,7,0.0619469026548673,7.2258064516129,6.16614154281705,5.58086181551133e-05,0.00176913319551709,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0048389","intermediate mesoderm development",2,2,1,116.645161290323,15.2084949456684,7.32026544695513e-05,0.00221002299684264,"Bmp4,Osr1"
"GO:0061326","renal tubule development",119,7,0.0588235294117647,6.86148007590133,5.95805690345987,7.75063672774452e-05,0.00226298196037698,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0002685","regulation of leukocyte migration",257,10,0.0389105058365759,4.53872222919543,5.29882504306465,8.18264702354721e-05,0.00234287661229048,"Ccl3,Mmp9,Elane,Vegfa,Aif1,Smpd3,Rac2,Cmklr1,Lgals3,Gpr18"
"GO:0030324","lung development",259,10,0.0386100386100386,4.50367418109354,5.26690260185358,8.72381209622119e-05,0.00244604140615569,"Gata6,Sparc,Srebf1,Bmp4,Zfpm2,Vegfa,Lox,Tmem38b,Smpd3,Phex"
"GO:0050870","positive regulation of T cell activation",259,10,0.0386100386100386,4.50367418109354,5.26690260185358,8.72381209622119e-05,0.00244604140615569,"Irf1,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Itgal,Vnn1,Ccdc88b,Il1rl2"
"GO:0030323","respiratory tube development",262,10,0.0381679389312977,4.4521053927604,5.21962266588101,9.59233972064251e-05,0.00259578071220802,"Gata6,Sparc,Srebf1,Bmp4,Zfpm2,Vegfa,Lox,Tmem38b,Smpd3,Phex"
"GO:0090207","regulation of triglyceride metabolic process",54,5,0.0925925925925926,10.8004778972521,6.70314512524511,9.98506069697698e-05,0.00268567874988993,"Plin5,Srebf1,Pik3cg,Pnpla2,Nr1h4"
"GO:0042180","cellular ketone metabolic process",265,10,0.0377358490566038,4.40170419963481,5.17304940357591,0.000105330618229914,0.00281600773315879,"Plin5,Srebf1,Nr1d1,Tdo2,Cyp11a1,Ptgs2,Pdk2,Acacb,Nr1h4,Ces1d"
"GO:0045055","regulated exocytosis",266,10,0.037593984962406,4.38515643948581,5.15767866225299,0.00010863496793209,0.00286977373620603,"Ccl3,Hmox1,Cadps2,P2rx1,Rasgrp1,Stx1b,Lamp1,Rac2,Prkcb,Mrgprb1"
"GO:0010565","regulation of cellular ketone metabolic process",172,8,0.0465116279069767,5.42535633908477,5.41297719559461,0.000125468528853286,0.00321866665347332,"Plin5,Srebf1,Nr1d1,Ptgs2,Pdk2,Acacb,Nr1h4,Ces1d"
"GO:0072078","nephron tubule morphogenesis",90,6,0.0666666666666667,7.77634408602151,5.98717704832232,0.000127520969795066,0.00325251760891094,"Bmp4,Vegfa,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0002696","positive regulation of leukocyte activation",383,12,0.031331592689295,3.65467868272551,4.86333616948356,0.000128721696908931,0.00326438223361048,"Irf1,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Pagr1a,Itgal,Vnn1,Ccdc88b,Il1rl2,Ighd"
"GO:0045834","positive regulation of lipid metabolic process",175,8,0.0457142857142857,5.33235023041475,5.3455077673786,0.000141360936780206,0.00356454453085543,"Plin5,Srebf1,Nr1d1,Pnpla2,Smpd3,Ptgs2,Nr1h4,Ces1d"
"GO:0043299","leukocyte degranulation",92,6,0.0652173913043478,7.60729312762973,5.90252648340453,0.000143982728575951,0.00358986151359591,"Ccl3,Hmox1,Rasgrp1,Lamp1,Rac2,Mrgprb1"
"GO:0072088","nephron epithelium morphogenesis",92,6,0.0652173913043478,7.60729312762973,5.90252648340453,0.000143982728575951,0.00358986151359591,"Bmp4,Vegfa,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0017157","regulation of exocytosis",225,9,0.04,4.6658064516129,5.13316364164728,0.000150666091484348,0.00373550901680189,"Hmox1,Cadps2,P2rx1,Rab27b,Stx1b,Lamp1,Smpd3,Rac2,Prkcb"
"GO:0014888","striated muscle adaptation",59,5,0.0847457627118644,9.88518316019683,6.35278979110789,0.000152660564488858,0.00376393102889751,"Gata6,Bmp4,Acacb,Ar,Myh7"
"GO:0050995","negative regulation of lipid catabolic process",32,4,0.125,14.5806451612903,7.14766996960873,0.000156974738978949,0.00382776863510207,"Plin5,Pik3cg,Acacb,Hcar2"
"GO:0072028","nephron morphogenesis",94,6,0.0638297872340425,7.44543582704187,5.82038527373946,0.000162083195096329,0.00393073890621588,"Bmp4,Vegfa,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0003299","muscle hypertrophy in response to stress",33,4,0.121212121212121,14.13880742913,7.02246417980367,0.000177429719968543,0.00421087217764916,"Gata6,Bmp4,Acacb,Myh7"
"GO:0014898","cardiac muscle hypertrophy in response to stress",33,4,0.121212121212121,14.13880742913,7.02246417980367,0.000177429719968543,0.00421087217764916,"Gata6,Bmp4,Acacb,Myh7"
"GO:0072009","nephron epithelium development",136,7,0.0514705882352941,6.00379506641366,5.43902451955987,0.000178565549919492,0.00421528675820588,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0061333","renal tubule morphogenesis",96,6,0.0625,7.29032258064516,5.7406241556575,0.000181936900824911,0.00424966297821556,"Bmp4,Vegfa,Osr1,Adamts16,Irx1,Hs3st3b1"
"GO:0022409","positive regulation of cell-cell adhesion",340,11,0.0323529411764706,3.77381404174573,4.78423913049745,0.000185873615719982,0.00431888537468733,"Irf1,Elane,Btnl2,Aif1,Cd6,Rasgrp1,Actb,Itgal,Vnn1,Ccdc88b,Il1rl2"
"GO:0002262","myeloid cell homeostasis",232,9,0.0387931034482759,4.52502780867631,5.01283976650705,0.000189450927755554,0.00434918305843098,"Hmox1,Myb,Sfxn1,Bmp4,Vegfa,Rac2,Hcar2,Sox6,Slc48a1"
"GO:0034101","erythrocyte homeostasis",184,8,0.0434782608695652,5.07152875175316,5.15205843404218,0.000199291248969828,0.00445450750321883,"Hmox1,Myb,Sfxn1,Bmp4,Vegfa,Rac2,Sox6,Slc48a1"
"GO:0014887","cardiac muscle adaptation",34,4,0.117647058823529,13.7229601518027,6.90258488295639,0.000199740196741899,0.00445450750321883,"Gata6,Bmp4,Acacb,Myh7"
"GO:0071634","regulation of transforming growth factor beta production",34,4,0.117647058823529,13.7229601518027,6.90258488295639,0.000199740196741899,0.00445450750321883,"Gata6,Myb,Laptm4b,Ptgs2"
"GO:0043603","amide metabolic process",466,13,0.0278969957081545,3.25404956389312,4.56154199358659,0.000213107459199065,0.00472885451962724,"Slc5a6,Cmah,Pcsk4,P2rx1,Acot2,Ehhadh,Tdo2,Smpd3,Vnn1,Pdk2,Acacb,Nr1h4,Ces1d"
"GO:0048738","cardiac muscle tissue development",290,10,0.0344827586206897,4.02224694104561,4.81000544464033,0.000218761011363594,0.00483015606184891,"Gata6,Myl2,Bmp4,Zfpm2,Vegfa,Pi16,Sox6,Myh7,Myl3,Actc1"
"GO:0006637","acyl-CoA metabolic process",100,6,0.06,6.99870967741935,5.58777038622741,0.000227384087356408,0.00490761446389679,"Acot2,Ehhadh,Tdo2,Pdk2,Acacb,Ces1d"
"GO:0035383","thioester metabolic process",100,6,0.06,6.99870967741935,5.58777038622741,0.000227384087356408,0.00490761446389679,"Acot2,Ehhadh,Tdo2,Pdk2,Acacb,Ces1d"
"GO:0060541","respiratory system development",293,10,0.0341296928327645,3.98106352526698,4.76918766398954,0.00023752299197625,0.0050571719027074,"Gata6,Sparc,Srebf1,Bmp4,Zfpm2,Vegfa,Lox,Tmem38b,Smpd3,Phex"
"GO:0002279","mast cell activation involved in immune response",65,5,0.0769230769230769,8.9727047146402,5.98383469823865,0.00024157738697025,0.0050571719027074,"Ptpn6,Hmox1,Rasgrp1,Rac2,Mrgprb1"
"GO:0006826","iron ion transport",65,5,0.0769230769230769,8.9727047146402,5.98383469823865,0.00024157738697025,0.0050571719027074,"Sfxn1,Tfr2,Hpx,Slc41a2,Slc48a1"
"GO:0010883","regulation of lipid storage",65,5,0.0769230769230769,8.9727047146402,5.98383469823865,0.00024157738697025,0.0050571719027074,"Plin5,Srebf1,Pnpla2,Acacb,Ces1d"
"GO:0046683","response to organophosphorus",143,7,0.048951048951049,5.70990300022558,5.25030858352356,0.00024311140034057,0.0050653915244669,"Gata6,Srebf1,Pik3cg,P2rx1,Pfkfb1,Ptgs2,Akap7"
"GO:0031214","biomineral tissue development",191,8,0.0418848167539267,4.88566120587739,5.01012851081905,0.000256738552452935,0.00527502636938021,"Bmp4,Lox,Tmem38b,Smpd3,Ptgs2,Osr1,Mmp13,Phex"
"GO:0043500","muscle adaptation",145,7,0.0482758620689655,5.63114571746385,5.1986715904249,0.000264645708004771,0.0053663505384657,"Gata6,Bmp4,Pi16,Aif1,Acacb,Ar,Myh7"
"GO:0071604","transforming growth factor beta production",37,4,0.108108108108108,12.6102877070619,6.57128830272517,0.000278779738070314,0.00557308323223447,"Gata6,Myb,Laptm4b,Ptgs2"
"GO:0006935","chemotaxis",481,13,0.027027027027027,3.15257192676548,4.4269023119283,0.000288956603605492,0.00575062514260615,"Ccl3,Mmp9,Pik3cg,Bmp4,Vegfa,Aif1,Lox,Sema3a,Rac2,Cmklr1,Ackr2,Lgals3,Gpr18"
"GO:0042330","taxis",483,13,0.0269151138716356,3.13951779870433,4.40934890028619,0.000300629896976465,0.00592975770125134,"Ccl3,Mmp9,Pik3cg,Bmp4,Vegfa,Aif1,Lox,Sema3a,Rac2,Cmklr1,Ackr2,Lgals3,Gpr18"
"GO:0010896","regulation of triglyceride catabolic process",16,3,0.1875,21.8709677419355,7.76517906956394,0.000320972730082679,0.00622042347644947,"Plin5,Pik3cg,Pnpla2"
"GO:0015844","monoamine transport",107,6,0.0560747663551402,6.54085016581248,5.33951409262429,0.00032800476726751,0.00627450498764315,"P2rx1,Actb,Smpd3,Slc18a1,Lgals3,Prkcb"
"GO:0000041","transition metal ion transport",109,6,0.055045871559633,6.42083456643978,5.27263749650807,0.00036234739692915,0.00686770399390538,"Sfxn1,Slc46a3,Tfr2,Hpx,Slc41a2,Slc48a1"
"GO:0050994","regulation of lipid catabolic process",72,5,0.0694444444444444,8.10035842293907,5.60940013395928,0.000389792891171592,0.00717801182995654,"Plin5,Pik3cg,Pnpla2,Acacb,Hcar2"
"GO:0055008","cardiac muscle tissue morphogenesis",72,5,0.0694444444444444,8.10035842293907,5.60940013395928,0.000389792891171592,0.00717801182995654,"Myl2,Zfpm2,Myh7,Myl3,Actc1"
"GO:0070542","response to fatty acid",72,5,0.0694444444444444,8.10035842293907,5.60940013395928,0.000389792891171592,0.00717801182995654,"Hmox1,Srebf1,Aacs,Ptgs2,Nr1h4"
"GO:0048286","lung alveolus development",73,5,0.0684931506849315,7.9893946089262,5.56004640284162,0.000415560211134804,0.00758953175726856,"Gata6,Bmp4,Vegfa,Tmem38b,Smpd3"
"GO:0015850","organic hydroxy compound transport",315,10,0.0317460317460317,3.70302099334357,4.48550105220615,0.000420786510412117,0.0076240072518589,"Myb,P2rx1,Actb,Smpd3,Slc18a1,Acacb,Nr1h4,Lgals3,Prkcb,Ces1d"
"GO:0060086","circadian temperature homeostasis",4,2,0.5,58.3225806451613,10.6614068778415,0.000434251353953937,0.00773978919215892,"Nr1d1,Ces1d"
"GO:0072268","pattern specification involved in metanephros development",4,2,0.5,58.3225806451613,10.6614068778415,0.000434251353953937,0.00773978919215892,"Osr1,Irx1"
"GO:0001657","ureteric bud development",113,6,0.0530973451327434,6.19354838709677,5.14377610566604,0.000439435073048895,0.00780085141676399,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Hs3st3b1"
"GO:0001818","negative regulation of cytokine production",318,10,0.0314465408805031,3.66808683302901,4.44879665381078,0.000453078196958979,0.00791884054547574,"Ptpn6,Hmox1,Gata6,Elane,Laptm4b,Il1r2,Cmklr1,Nr1h4,Gpr18,Ticam2"
"GO:0006730","one-carbon metabolic process",42,4,0.0952380952380952,11.1090629800307,6.09648919866598,0.000456876462748774,0.00791884054547574,"Gnmt,Mthfd2,Sfxn1,Car8"
"GO:0046461","neutral lipid catabolic process",42,4,0.0952380952380952,11.1090629800307,6.09648919866598,0.000456876462748774,0.00791884054547574,"Plin5,Pik3cg,Pnpla2,Ces1d"
"GO:0046464","acylglycerol catabolic process",42,4,0.0952380952380952,11.1090629800307,6.09648919866598,0.000456876462748774,0.00791884054547574,"Plin5,Pik3cg,Pnpla2,Ces1d"
"GO:0002275","myeloid cell activation involved in immune response",114,6,0.0526315789473684,6.13921901528014,5.11252848370145,0.000460568662220585,0.00791884054547574,"Ccl3,Ptpn6,Hmox1,Rasgrp1,Rac2,Mrgprb1"
"GO:0010595","positive regulation of endothelial cell migration",114,6,0.0526315789473684,6.13921901528014,5.11252848370145,0.000460568662220585,0.00791884054547574,"Hmox1,Sparc,Pik3cg,Bmp4,Vegfa,Ptgs2"
"GO:0090493","catecholamine uptake",18,3,0.166666666666667,19.4408602150538,7.27748547400009,0.000461811805061811,0.00791884054547574,"Actb,Smpd3,Slc18a1"
"GO:0045765","regulation of angiogenesis",319,10,0.0313479623824451,3.65658812822328,4.43666047749851,0.000464289177479791,0.00792505911405889,"Ptpn6,Hmox1,Gata6,Mmp9,Sparc,Pik3cg,Vegfa,Epha1,Lgals3,Prkcb"
"GO:0072163","mesonephric epithelium development",117,6,0.0512820512820513,5.98180314309347,5.0209776901548,0.000528752437624061,0.00882181698562249,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Hs3st3b1"
"GO:0072164","mesonephric tubule development",117,6,0.0512820512820513,5.98180314309347,5.0209776901548,0.000528752437624061,0.00882181698562249,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Hs3st3b1"
"GO:1901342","regulation of vasculature development",326,10,0.0306748466257669,3.57807243221848,4.35305022970168,0.00054939853220693,0.0091319501345856,"Ptpn6,Hmox1,Gata6,Mmp9,Sparc,Pik3cg,Vegfa,Epha1,Lgals3,Prkcb"
"GO:0055007","cardiac muscle cell differentiation",164,7,0.0426829268292683,4.97875688434304,4.7515209862486,0.000555889280988054,0.00920536055606338,"Gata6,Myl2,Bmp4,Vegfa,Pi16,Sox6,Actc1"
"GO:1902893","regulation of miRNA transcription",78,5,0.0641025641025641,7.47725392886683,5.32663919484661,0.000564162775555277,0.00930763716696772,"Gata6,Myb,Srebf1,Bmp4,Ar"
"GO:0045833","negative regulation of lipid metabolic process",119,6,0.0504201680672269,5.88126863648685,4.96169498499754,0.000578397178801607,0.00950713585007975,"Plin5,Srebf1,Pik3cg,Acacb,Hcar2,Nr1h4"
"GO:0001823","mesonephros development",120,6,0.05,5.83225806451613,4.93255745972208,0.000604538402601937,0.00986375526010072,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Hs3st3b1"
"GO:0046889","positive regulation of lipid biosynthetic process",120,6,0.05,5.83225806451613,4.93255745972208,0.000604538402601937,0.00986375526010072,"Plin5,Srebf1,Nr1d1,Smpd3,Ptgs2,Nr1h4"
"GO:0060976","coronary vasculature development",80,5,0.0625,7.29032258064516,5.23899544730461,0.000633590220370655,0.010151167501823,"Gata6,Bmp4,Zfpm2,Vegfa,Prokr1"
"GO:0061614","miRNA transcription",80,5,0.0625,7.29032258064516,5.23899544730461,0.000633590220370655,0.010151167501823,"Gata6,Myb,Srebf1,Bmp4,Ar"
"GO:1903706","regulation of hemopoiesis",458,12,0.0262008733624454,3.05620509930976,4.12470983277663,0.000646151163281722,0.0103151757649075,"Ccl3,Scin,Ptpn6,Irf1,Myb,Bmp4,Tsc22d1,Lox,Rasgrp1,Actb,Vnn1,Il1rl2"
"GO:0002526","acute inflammatory response",122,6,0.0491803278688525,5.73664727657324,4.8752562444608,0.000659564576131699,0.0104915684188978,"Elane,Pik3cg,Cd6,Tfr2,Ptgs2,Vnn1"
"GO:0009988","cell-cell recognition",81,5,0.0617283950617284,7.20031859816806,5.1962992389495,0.000670611139985257,0.0105538022668602,"Pcsk4,Cd6,Adam3,Lgals3,Dcst2"
"GO:0072171","mesonephric tubule morphogenesis",81,5,0.0617283950617284,7.20031859816806,5.1962992389495,0.000670611139985257,0.0105538022668602,"Bmp4,Vegfa,Osr1,Adamts16,Hs3st3b1"
"GO:0030218","erythrocyte differentiation",170,7,0.0411764705882353,4.80303605313093,4.6244866312042,0.000687819944951389,0.0107483975904728,"Myb,Sfxn1,Bmp4,Vegfa,Rac2,Sox6,Slc48a1"
"GO:0050680","negative regulation of epithelial cell proliferation",170,7,0.0411764705882353,4.80303605313093,4.6244866312042,0.000687819944951389,0.0107483975904728,"Hpn,Sparc,Bmp4,Slurp1,Gkn3,Ar,Eppk1"
"GO:0060326","cell chemotaxis",337,10,0.029673590504451,3.46128075045468,4.22619369240598,0.000709004468726118,0.0108966322859319,"Ccl3,Mmp9,Vegfa,Aif1,Lox,Rac2,Cmklr1,Ackr2,Lgals3,Gpr18"
"GO:0010897","negative regulation of triglyceride catabolic process",5,2,0.4,46.658064516129,9.49442778372984,0.00071965448287764,0.0108966322859319,"Plin5,Pik3cg"
"GO:0072047","proximal/distal pattern formation involved in nephron development",5,2,0.4,46.658064516129,9.49442778372984,0.00071965448287764,0.0108966322859319,"Osr1,Irx1"
"GO:0072081","specification of nephron tubule identity",5,2,0.4,46.658064516129,9.49442778372984,0.00071965448287764,0.0108966322859319,"Osr1,Irx1"
"GO:0090131","mesenchyme migration",5,2,0.4,46.658064516129,9.49442778372984,0.00071965448287764,0.0108966322859319,"Actg2,Actc1"
"GO:0090185","negative regulation of kidney development",5,2,0.4,46.658064516129,9.49442778372984,0.00071965448287764,0.0108966322859319,"Bmp4,Osr1"
"GO:0002274","myeloid leukocyte activation",279,9,0.032258064516129,3.7627471383975,4.31197734472841,0.000724314223602956,0.0108966322859319,"Ccl3,Ptpn6,Hmox1,Nr1d1,Irf4,Aif1,Rasgrp1,Rac2,Mrgprb1"
"GO:1903522","regulation of blood circulation",279,9,0.032258064516129,3.7627471383975,4.31197734472841,0.000724314223602956,0.0108966322859319,"Myl2,Srebf1,P2rx1,Tmem38b,Sema3a,Ptgs2,Hrh2,Myh7,Myl3"
"GO:0007379","segment specification",21,3,0.142857142857143,16.6635944700461,6.67709463526336,0.000738545326677492,0.0109988730194453,"Bmp4,Osr1,Irx1"
"GO:0072073","kidney epithelium development",173,7,0.0404624277456647,4.71974641059109,4.56318066518549,0.000762486913022187,0.0112490266074184,"Bmp4,Vegfa,Calb1,Osr1,Adamts16,Irx1,Hs3st3b1"
