"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"04520","Adherens junction",92,7,0.0760869565217391,3.02332089552239,3.13162853956097,0.00840505254220762,0.160583539282628,"Fer,Rock1,Baiap2,Tjp1,Ep300,Actg1,Heg1","04520","Adherens junction","Cellular community - eukaryotes","Cellular Processes","Adherens junction"
"04010","MAPK signaling pathway",299,15,0.0501672240802676,1.99339839265212,2.79943697808824,0.00865068245819041,0.160583539282628,"Akt2,Arrb1,Dusp6,Fgf10,Nr4a1,Rps6ka4,Chuk,Rasgrp1,Cacna1f,Dusp4,Pdgfd,Prkcb,Dusp7,Kdr,Lamtor3","04010","MAPK signaling pathway","Signal transduction","Environmental Information Processing","MAPK signaling pathway"
"04550","Signaling pathways regulating pluripotency of stem cells",140,9,0.0642857142857143,2.55439765458422,2.9745911181062,0.00883469309969153,0.160583539282628,"Acvr1b,Akt2,Wnt9b,Il6st,Bmpr1a,Bmp4,Wnt2b,Pik3cb,Jarid2","04550","Signaling pathways regulating pluripotency of stem cells","Cellular community - eukaryotes","Cellular Processes","Signaling pathways regulating pluripotency of stem cells"
"04920","Adipocytokine signaling pathway",72,6,0.0833333333333333,3.31125621890547,3.16165815625507,0.00937283994229127,0.160900419009333,"Akt2,Rxra,Chuk,Adipor2,Acsl4,Irs1","04920","Adipocytokine signaling pathway","Endocrine system","Organismal Systems","Adipocytokine signaling pathway"
"04510","Focal adhesion",202,11,0.0544554455445545,2.16379119255209,2.68309948724332,0.0132068611752959,0.17487295401387,"Vwf,Akt2,Rock1,Ibsp,Pdgfd,Pik3cb,Rapgef1,Prkcb,Actg1,Kdr,Itga10","04510","Focal adhesion","Cellular community - eukaryotes","Cellular Processes","Focal adhesion"
"05226","Gastric cancer",150,9,0.06,2.38410447761194,2.74297821238748,0.0134949604600229,0.17487295401387,"Jup,Akt2,Rxra,Wnt9b,Fgf10,Lrp5,Wnt2b,Lrp6,Pik3cb","05226","Gastric cancer","Cancer: specific types","Human Diseases","Gastric cancer"
"04923","Regulation of lipolysis in adipocytes",57,5,0.087719298245614,3.48553286200576,3.02308093187184,0.0140338957057787,0.17487295401387,"Akt2,Pik3cb,Ptgs2,Prkg1,Irs1","04923","Regulation of lipolysis in adipocytes","Endocrine system","Organismal Systems","Regulation of lipolysis in adipocytes"
"04611","Platelet activation",126,8,0.0634920634920635,2.52286188107084,2.76285330223056,0.0141794167104257,0.17487295401387,"Vwf,Akt2,Pik3cg,Rock1,Rasgrp1,Pik3cb,Prkg1,Actg1","04611","Platelet activation","Immune system","Organismal Systems","Platelet activation"
"04152","AMPK signaling pathway",127,8,0.062992125984252,2.50299682688918,2.73774250183382,0.0148144135847982,0.17487295401387,"Akt2,Srebf1,Adipor2,Pik3cb,Eef2,Elavl1,Irs1,Gm2436","04152","AMPK signaling pathway","Signal transduction","Environmental Information Processing","AMPK signaling pathway"
"00770","Pantothenate and CoA biosynthesis",21,3,0.142857142857143,5.67643923240938,3.44652150394131,0.0149900224038269,0.17487295401387,"Pank3,Dpyd,Vnn1","00770","Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism","Pantothenate and CoA biosynthesis"
"04370","VEGF signaling pathway",58,5,0.0862068965517241,3.42543746783325,2.9758937253747,0.0150514072870191,0.17487295401387,"Akt2,Pik3cb,Ptgs2,Prkcb,Kdr","04370","VEGF signaling pathway","Signal transduction","Environmental Information Processing","VEGF signaling pathway"
"04518","Integrin signaling",153,9,0.0588235294117647,2.3373573309921,2.67709072759388,0.0151957208671547,0.17487295401387,"Vwf,Akt2,Ibsp,Itgal,Pdgfd,Pik3cb,Actg1,Kdr,Itga10","04518","Integrin signaling","Signaling molecules and interaction","Environmental Information Processing","Integrin signaling"
"01521","EGFR tyrosine kinase inhibitor resistance",80,6,0.075,2.98013059701492,2.85629922357373,0.0152801610303382,0.17487295401387,"Axl,Akt2,Pdgfd,Pik3cb,Prkcb,Kdr","01521","EGFR tyrosine kinase inhibitor resistance","Drug resistance: antineoplastic","Human Diseases","EGFR tyrosine kinase inhibitor resistance"
"04390","Hippo signaling pathway",158,9,0.0569620253164557,2.26339032684678,2.57062939924065,0.0183739511081526,0.196021466209545,"Nf2,Wnt9b,Dlg5,Bmpr1a,Bmp4,Smad7,Wnt2b,Gdf7,Actg1","04390","Hippo signaling pathway","Signal transduction","Environmental Information Processing","Hippo signaling pathway"
"04213","Longevity regulating pathway - multiple species",61,5,0.0819672131147541,3.25697333007096,2.84031299706848,0.0183968366345528,0.196021466209545,"Clpb,Akt2,Cat,Pik3cb,Irs1","04213","Longevity regulating pathway - multiple species","Aging","Organismal Systems","Longevity regulating pathway - multiple species"
"04931","Insulin resistance",110,7,0.0636363636363636,2.52859565807327,2.58923270905027,0.020922898404518,0.214206551934555,"Akt2,Srebf1,Slc27a1,Pik3cb,Pygb,Prkcb,Irs1","04931","Insulin resistance","Endocrine and metabolic disease","Human Diseases","Insulin resistance"
"05135","Yersinia infection",136,8,0.0588235294117647,2.3373573309921,2.52194381781763,0.0214899777021722,0.214206551934555,"Akt2,Il10,Rock1,Chuk,Baiap2,Pik3cb,Ccl12,Actg1","05135","Yersinia infection","Infectious disease: bacterial","Human Diseases","Yersinia infection"
"04146","Peroxisome",87,6,0.0689655172413793,2.7403499742666,2.61881583709132,0.0222328965324183,0.214686407141164,"Acox1,Hacl1,Ehhadh,Paox,Cat,Acsl4","04146","Peroxisome","Transport and catabolism","Cellular Processes","Peroxisome"
"03320","PPAR signaling pathway",89,6,0.0674157303370786,2.67876907596847,2.55526430099191,0.0245554473949181,0.226443707556659,"Plin5,Rxra,Acox1,Ehhadh,Acsl4,Slc27a1","03320","PPAR signaling pathway","Endocrine system","Organismal Systems","PPAR signaling pathway"
"04910","Insulin signaling pathway",140,8,0.0571428571428571,2.27057569296375,2.43145192610481,0.0250518992636768,0.226443707556659,"Akt2,Srebf1,Phka2,Pik3cb,Pygb,Rapgef1,Irs1,Flot2","04910","Insulin signaling pathway","Endocrine system","Organismal Systems","Insulin signaling pathway"
"04928","Parathyroid hormone synthesis, secretion and action",116,7,0.0603448275862069,2.39780622748327,2.43210178371713,0.0270480720163453,0.226443707556659,"Rxra,Arrb1,Sgk1,Lrp5,Lrp6,Arhgef11,Prkcb","04928","Parathyroid hormone synthesis, secretion and action","Endocrine system","Organismal Systems","Parathyroid hormone synthesis, secretion and action"
"04630","JAK-STAT signaling pathway",171,9,0.0526315789473684,2.09131971720346,2.31149353270945,0.0288624509684019,0.226443707556659,"Akt2,Il10,Il6st,Il15ra,Ptpn2,Pik3cb,Cish,Ep300,Aox3","04630","JAK-STAT signaling pathway","Signal transduction","Environmental Information Processing","JAK-STAT signaling pathway"
"04668","TNF signaling pathway",118,7,0.0593220338983051,2.35716544396661,2.38188512996509,0.0293351945235416,0.226443707556659,"Akt2,Rps6ka4,Chuk,Pik3cb,Ptgs2,Ccl12,Bag4","04668","TNF signaling pathway","Signal transduction","Environmental Information Processing","TNF signaling pathway"
"04392","Hippo signaling pathway - multiple species",27,3,0.111111111111111,4.41500829187396,2.85464638787786,0.0295284135828772,0.226443707556659,"Nf2,Dchs1,Fat4","04392","Hippo signaling pathway - multiple species","Signal transduction","Environmental Information Processing","Hippo signaling pathway - multiple species"
"04022","cGMP-PKG signaling pathway",172,9,0.0523255813953488,2.07916088163832,2.29252335376416,0.0298133347495565,0.226443707556659,"Akt2,Pik3cg,Rock1,Adra1d,Cacna1f,Myh6,Prkg1,Myh7,Irs1","04022","cGMP-PKG signaling pathway","Signal transduction","Environmental Information Processing","cGMP-PKG signaling pathway"
"04670","Leukocyte transendothelial migration",119,7,0.0588235294117647,2.3373573309921,2.35715738312345,0.0305263417017299,0.226443707556659,"Itk,Rock1,Itgal,Pik3cb,Prkcb,Txk,Actg1","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems","Leukocyte transendothelial migration"
"05221","Acute myeloid leukemia",70,5,0.0714285714285714,2.83821961620469,2.47916784508703,0.0312504397197086,0.226443707556659,"Jup,Akt2,Dusp6,Chuk,Pik3cb","05221","Acute myeloid leukemia","Cancer: specific types","Human Diseases","Acute myeloid leukemia"
"05164","Influenza A",174,9,0.0517241379310345,2.05526248069995,2.25496563814097,0.0317805099708853,0.226443707556659,"Akt2,Nxf1,Chuk,Pik3cb,Ccl12,Hnrnpul1,Prkcb,Ep300,Actg1","05164","Influenza A","Infectious disease: viral","Human Diseases","Influenza A"
"05207","Chemical carcinogenesis - receptor activation",231,11,0.0476190476190476,1.89214641080313,2.20258039222562,0.0318690235846671,0.226443707556659,"Akt2,Rxra,Arrb1,Hsp90aa1,Fgf10,Bcl6,Cacna1f,Pik3cb,Gstt2,Prkcb,Ptges3","05207","Chemical carcinogenesis - receptor activation","Cancer: overview","Human Diseases","Chemical carcinogenesis - receptor activation"
"05224","Breast cancer",147,8,0.054421768707483,2.16245304091786,2.28023654123515,0.0322444114320162,0.226443707556659,"Akt2,Wnt9b,Ncoa1,Fgf10,Lrp5,Wnt2b,Lrp6,Pik3cb","05224","Breast cancer","Cancer: specific types","Human Diseases","Breast cancer"
"05205","Proteoglycans in cancer",204,10,0.0490196078431373,1.94779777582675,2.19613164284714,0.033535369611924,0.228220320790906,"Akt2,Wnt9b,Mdm2,Rock1,Wnt2b,Pik3cb,Prkcb,Eif4b,Actg1,Kdr","05205","Proteoglycans in cancer","Cancer: overview","Human Diseases","Proteoglycans in cancer"
"04660","T cell receptor signaling pathway",122,7,0.0573770491803279,2.27988133104967,2.28443671207622,0.0342939388360386,0.228220320790906,"Akt2,Il10,Itk,Chuk,Rasgrp1,Pik3cb,Gm2436","04660","T cell receptor signaling pathway","Immune system","Organismal Systems","T cell receptor signaling pathway"
"05218","Melanoma",72,5,0.0694444444444444,2.75938018242123,2.40672525105842,0.0347131232270958,0.228220320790906,"Akt2,Mdm2,Fgf10,Pdgfd,Pik3cb","05218","Melanoma","Cancer: specific types","Human Diseases","Melanoma"
"05010","Alzheimer disease",389,16,0.0411311053984576,1.63434754249319,2.04790687854912,0.036870318376904,0.23735267455132,"Slc39a13,Akt2,Wnt9b,Lrp5,Chuk,Ppid,Wnt2b,Lrp6,Cacna1f,Pik3cb,Ptgs2,Lrp1,Ambra1,Cdk5r1,Irs1,Ide","05010","Alzheimer disease","Neurodegenerative disease","Human Diseases","Alzheimer disease"
"05144","Malaria",77,5,0.0649350649350649,2.58019965109517,2.23594218444351,0.0443758527892281,0.276962786198975,"Il10,Klrk1,Itgal,Ccl12,Lrp1","05144","Malaria","Infectious disease: parasitic","Human Diseases","Malaria"
"04015","Rap1 signaling pathway",215,10,0.0465116279069767,1.84814300590073,2.01857421612663,0.0453095768195619,0.276962786198975,"Akt2,Fgf10,Prkd3,Itgal,Pdgfd,Pik3cb,Rapgef1,Prkcb,Actg1,Kdr","04015","Rap1 signaling pathway","Signal transduction","Environmental Information Processing","Rap1 signaling pathway"
"00410","beta-Alanine metabolism",32,3,0.09375,3.72516324626866,2.48055251779827,0.0457123045182774,0.276962786198975,"Acox1,Ehhadh,Dpyd","00410","beta-Alanine metabolism","Metabolism of other amino acids","Metabolism","beta-Alanine metabolism"
