"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0022411","cellular component disassembly",462,25,0.0541125541125541,2.68786875929733,5.24743312756197,8.92374889621262e-06,0.000636991286341493,"Ddr1,Bax,Sptb,Acin1,Trem2,Oga,Map1a,Reck,Kif2c,Add1,Snx14,Pik3r4,Clasp2,Uvrag,C1qa,C1qc,C1qb,Nme1,Ctss,Pik3r1,Cx3cr1,Sptan1,Gspt1,Pym1,Clec16a","cellular component disassembly"
"GO:0051656","establishment of organelle localization",412,23,0.0558252427184466,2.77294111031975,5.19997079856829,1.23715571938031e-05,0.000828588861436813,"Tcirg1,Psen1,Fbxw11,Llgl1,Trappc12,Exoc2,Ska3,Copg2,Stxbp1,Pcm1,Clasp2,Misp,Sun1,Cd84,Lat2,Preb,Ankfn1,Mrgprb2,5730455P16Rik,Fcer1g,Kif13b,Kif1b,Btbd8","establishment of organelle localization"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",27,6,0.222222222222222,11.038181038181,7.48027702753058,1.33621025119331e-05,0.000862969120562349,"Trem2,Ctss,H2-Ob,Fcer1g,H2-Eb2,H2-Ab1","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"
"GO:0043547","positive regulation of GTPase activity",55,8,0.145454545454545,7.22499122499122,6.62426268886589,1.35589519012788e-05,0.000865380165463972,"Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2","positive regulation of GTPase activity"
"GO:0051336","regulation of hydrolase activity",111,11,0.0990990990990991,4.92243208459425,5.93619992851807,1.52948905319088e-05,0.000932300911636014,"Timp1,Tiam1,Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2,Lrch1","regulation of hydrolase activity"
"GO:0019884","antigen processing and presentation of exogenous antigen",41,7,0.170731707317073,8.48055372445616,6.87107611420435,1.59925310549187e-05,0.000940131453209154,"Fcgr1,Ctss,H2-Ob,Fcer1g,Fcgr3,H2-Eb2,H2-Ab1","antigen processing and presentation of exogenous antigen"
"GO:0032640","tumor necrosis factor production",202,15,0.0742574257425743,3.68850108949119,5.49857546724357,1.61165391978712e-05,0.000940131453209154,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","tumor necrosis factor production"
"GO:0032680","regulation of tumor necrosis factor production",202,15,0.0742574257425743,3.68850108949119,5.49857546724357,1.61165391978712e-05,0.000940131453209154,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","regulation of tumor necrosis factor production"
"GO:0071706","tumor necrosis factor superfamily cytokine production",205,15,0.0731707317073171,3.63452302476693,5.42836120158103,1.91827653973943e-05,0.00109543686611436,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","tumor necrosis factor superfamily cytokine production"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",205,15,0.0731707317073171,3.63452302476693,5.42836120158103,1.91827653973943e-05,0.00109543686611436,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","regulation of tumor necrosis factor superfamily cytokine production"
"GO:0002573","myeloid leukocyte differentiation",288,18,0.0625,3.10448841698842,5.14801547371793,2.49573994898825e-05,0.00135309454479418,"Tcirg1,Ccl9,Psen1,Acin1,Cd4,Trem2,Rptor,Batf3,Ubash3b,Ltf,C1qc,Nme1,Pik3r1,Vps13a,Cd300lf,Fcer1g,Pirb,Pilrb1","myeloid leukocyte differentiation"
"GO:0050790","regulation of catalytic activity",290,18,0.0620689655172414,3.08307815204367,5.11350510104008,2.73492643804761e-05,0.0014546054829812,"Timp1,Tiam1,Fbxo5,Ccny,Maged1,Als2,Ralgapb,Adar,Bcar3,Thy1,Dstyk,Rgs8,Sipa1l1,Gng7,Rgs14,Bcas3,Rapgef2,Lrch1","regulation of catalytic activity"
"GO:0033599","regulation of mammary gland epithelial cell proliferation",19,5,0.263157894736842,13.0715301767933,7.54487979186947,2.98628468699225e-05,0.00155113943012691,"Bax,Agap2,Iqgap3,Cdkn2a,Zfas1","regulation of mammary gland epithelial cell proliferation"
"GO:0098883","synapse pruning",19,5,0.263157894736842,13.0715301767933,7.54487979186947,2.98628468699225e-05,0.00155113943012691,"Trem2,C1qa,C1qc,C1qb,Cx3cr1","synapse pruning"
"GO:0034764","positive regulation of transmembrane transport",213,15,0.0704225352112676,3.49801511773343,5.24738272714598,3.00220534863273e-05,0.00155113943012691,"Bax,Psen1,Acsl6,Cd4,Oga,Nos1,Thy1,Wnk4,Ctss,Wnk3,Gjc2,Ptpn11,C1qtnf2,P2ry6,Dpp6","positive regulation of transmembrane transport"
"GO:0051651","maintenance of location in cell",214,15,0.0700934579439252,3.48166925269729,5.22537152118362,3.16994291741604e-05,0.00158365203217456,"Bax,Mprip,Psen1,Vps13d,Cd4,Jph3,Htr2b,Thy1,Ubash3b,Uvrag,Sun1,Itpr3,Vps13a,P2ry6,Sorl1","maintenance of location in cell"
"GO:0001802","type III hypersensitivity",4,3,0.75,37.253861003861,10.3937152003927,3.19662427698264e-05,0.00158365203217456,"Fcgr1,Fcer1g,Fcgr3","type III hypersensitivity"
"GO:0001803","regulation of type III hypersensitivity",4,3,0.75,37.253861003861,10.3937152003927,3.19662427698264e-05,0.00158365203217456,"Fcgr1,Fcer1g,Fcgr3","regulation of type III hypersensitivity"
"GO:0001805","positive regulation of type III hypersensitivity",4,3,0.75,37.253861003861,10.3937152003927,3.19662427698264e-05,0.00158365203217456,"Fcgr1,Fcer1g,Fcgr3","positive regulation of type III hypersensitivity"
"GO:0033598","mammary gland epithelial cell proliferation",32,6,0.1875,9.31346525096525,6.74497115493656,3.75594461493785e-05,0.00181928567286052,"Stat6,Bax,Agap2,Iqgap3,Cdkn2a,Zfas1","mammary gland epithelial cell proliferation"
"GO:0051345","positive regulation of hydrolase activity",64,8,0.125,6.20897683397683,5.98047944637695,4.20727449729743e-05,0.00200214597788058,"Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2","positive regulation of hydrolase activity"
"GO:0048193","Golgi vesicle transport",300,18,0.06,2.98030888030888,4.94530482535402,4.26468978971625e-05,0.00201182105297484,"Rbsn,Llgl1,Trappc12,Exoc2,Nkd2,Dop1b,Vti1a,Copg2,Rab13,Erp29,Scap,Mon2,Cog7,Uvrag,Rabggtb,Preb,Sorl1,Mppe1","Golgi vesicle transport"
"GO:0034762","regulation of transmembrane transport",449,23,0.0512249443207127,2.54443594087247,4.73226035193396,4.74326150403592e-05,0.00218069437791482,"Tcirg1,Bax,Psen1,Acsl6,Cd4,Oga,Jph3,Rgs2,Nos1,Thy1,Ubash3b,Ctnnd1,Scn10a,Wnk4,Ctss,Cacng5,Wnk3,Gjc2,Ptpn11,C1qtnf2,P2ry6,Dpp6,Zfas1","regulation of transmembrane transport"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway",332,19,0.0572289156626506,2.84266409266409,4.84382160023656,4.99777032978137e-05,0.00227839529740033,"Bax,Fcgr1,Psen1,Gcsam,Trem2,Rab13,Clec4d,Thy1,Ltf,Tespa1,Nfkbiz,C3ar1,Lat2,Pik3r1,Klre1,Scimp,Fcer1g,Fcgr3,C5ar2","immune response-regulating cell surface receptor signaling pathway"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",21,5,0.238095238095238,11.8266225409083,7.11430917928014,5.05489190127299e-05,0.00228523238036716,"Ctss,H2-Ob,Fcer1g,H2-Eb2,H2-Ab1","antigen processing and presentation of exogenous peptide antigen via MHC class II"
"GO:1904064","positive regulation of cation transmembrane transport",129,11,0.0852713178294574,4.23558109604621,5.28069839757891,6.21728888715396e-05,0.00271000843596433,"Bax,Cd4,Oga,Nos1,Thy1,Wnk4,Ctss,Wnk3,Gjc2,P2ry6,Dpp6","positive regulation of cation transmembrane transport"
"GO:0140014","mitotic nuclear division",281,17,0.0604982206405694,3.00505640363292,4.84414436349066,6.24425906904225e-05,0.00271000843596433,"Uhrf1,Kif11,Mybl2,Fbxo5,Ska3,Kif2c,Cdk11b,Kif23,Clasp2,Ino80,Ncapd3,Misp,Kif15,Stag1,Ccnb1,Cdca2,Espl1","mitotic nuclear division"
"GO:0051235","maintenance of location",228,15,0.0657894736842105,3.26788254419833,4.93030225996093,6.55128120012218e-05,0.0027984803551703,"Bax,Mprip,Psen1,Vps13d,Cd4,Jph3,Htr2b,Thy1,Ubash3b,Uvrag,Sun1,Itpr3,Vps13a,P2ry6,Sorl1","maintenance of location"
"GO:0045540","regulation of cholesterol biosynthetic process",36,6,0.166666666666667,8.27863577863578,6.26409106263533,7.54109939176965e-05,0.00309927759093563,"Srebf2,Scap,Marchf6,Mbtps2,Gnai1,Dhcr7","regulation of cholesterol biosynthetic process"
"GO:0106118","regulation of sterol biosynthetic process",36,6,0.166666666666667,8.27863577863578,6.26409106263533,7.54109939176965e-05,0.00309927759093563,"Srebf2,Scap,Marchf6,Mbtps2,Gnai1,Dhcr7","regulation of sterol biosynthetic process"
"GO:0045053","protein retention in Golgi apparatus",5,3,0.6,29.8030888030888,9.23249450781015,7.8716983211281e-05,0.00315643276997324,"Vps13d,Vps13a,Sorl1","protein retention in Golgi apparatus"
"GO:0150146","cell junction disassembly",38,6,0.157894736842105,7.842918106076,6.0507173818803,0.000103304997554712,0.00397467809740645,"Trem2,C1qa,C1qc,C1qb,Pik3r1,Cx3cr1","cell junction disassembly"
"GO:0016197","endosomal transport",293,17,0.0580204778156997,2.88198242123157,4.64396685978585,0.000104098644726867,0.00397700808199473,"Rab5b,Rbsn,Lyst,Vti1a,Agap2,Als2,Ehd4,Rab13,Erc1,Pik3r4,Zfyve9,Map2k2,Myo1d,Tbc1d10c,Sorl1,Clec16a,Btbd8","endosomal transport"
"GO:0002696","positive regulation of leukocyte activation",381,20,0.05249343832021,2.6074443397278,4.53096492246841,0.000105008751953762,0.00398372363181229,"Stat6,Slc4a1,Ttbk1,Lyst,Havcr2,Cd4,Trem2,Clec4d,Sash3,Thy1,Tespa1,Nfkbiz,Ccl2,Opa1,Itpkb,Sh3kbp1,H2-Ob,H2-Eb2,Runx3,H2-Ab1","positive regulation of leukocyte activation"
"GO:0034767","positive regulation of monoatomic ion transmembrane transport",137,11,0.0802919708029197,3.98824789335738,5.02676973207787,0.000107151580651817,0.00400894706921453,"Bax,Cd4,Oga,Nos1,Thy1,Wnk4,Ctss,Wnk3,Gjc2,P2ry6,Dpp6","positive regulation of monoatomic ion transmembrane transport"
"GO:0051225","spindle assembly",137,11,0.0802919708029197,3.98824789335738,5.02676973207787,0.000107151580651817,0.00400894706921453,"Uhrf1,Kif11,Mybl2,Fbxo5,Ska3,Kif23,Clasp2,Ino80,Misp,Kif15,Stag1","spindle assembly"
"GO:0048872","homeostasis of number of cells",443,22,0.0496613995485327,2.46677183471766,4.46363274526639,0.000107972332921833,0.00401198565822565,"Tcirg1,Bax,Slc4a1,Ezh1,Acin1,Rrn3,Xiap,Adar,Add1,Sash3,Polb,Wdr48,Nfkbiz,Ccl2,Tmem63b,Itpkb,Ptpn11,Vps13a,Cx3cr1,Fcer1g,Pirb,Lilrb4a","homeostasis of number of cells"
"GO:0045638","negative regulation of myeloid cell differentiation",93,9,0.0967741935483871,4.80694980694981,5.2717852127076,0.000108958087173582,0.00402107226473933,"Paf1,Ubash3b,Ltf,C1qc,Nme1,Itpkb,Pik3r1,Gpr171,Pilrb1","negative regulation of myeloid cell differentiation"
"GO:0050900","leukocyte migration",414,21,0.0507246376811594,2.5195848021935,4.46786716545341,0.000114878602938013,0.00417467307906836,"Ccl8,Cxcl16,Lyst,Retnlg,Gcsam,Trem2,Itga6,Thy1,Ccl7,Ccl2,C3ar1,Pik3r1,Mrgprb2,Scg2,Cx3cr1,S100a9,Gnai1,Fcer1g,Fcgr3,Lrch1,C5ar2","leukocyte migration"
"GO:0070371","ERK1 and ERK2 cascade",354,19,0.0536723163841808,2.66600135244203,4.52416131575248,0.000116533170186429,0.00418670495537334,"Tiam1,Frs2,Havcr2,Gcnt2,Cd4,Trem2,Htr2b,Iqgap3,Glipr2,Map2k2,Wnk4,Tbc1d10c,Dstyk,Garem1,Ptpn11,P2ry6,Rgs14,Scimp,Rapgef2","ERK1 and ERK2 cascade"
"GO:0043270","positive regulation of monoatomic ion transport",215,14,0.0651162790697674,3.23444374607165,4.71588876994202,0.000126854694158703,0.00446874490786339,"Bax,Cd4,Trem2,Oga,Ahcyl1,Nos1,Thy1,Wnk4,Ccl2,Ctss,Wnk3,Gjc2,P2ry6,Dpp6","positive regulation of monoatomic ion transport"
"GO:0043085","positive regulation of catalytic activity",165,12,0.0727272727272727,3.61249561249561,4.82555563927531,0.000136169287724065,0.00473537426860931,"Ccny,Maged1,Als2,Ralgapb,Bcar3,Thy1,Dstyk,Rgs8,Sipa1l1,Rgs14,Bcas3,Rapgef2","positive regulation of catalytic activity"
"GO:0001773","myeloid dendritic cell activation",40,6,0.15,7.4507722007722,5.85237751909786,0.000138828032092199,0.00479708327452345,"Psen1,Havcr2,Batf3,Clec4d,Pirb,Pilrb1","myeloid dendritic cell activation"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",166,12,0.072289156626506,3.59073359073359,4.79993194443126,0.00014415407193578,0.00494959392564309,"Uhrf1,Kif11,Mybl2,Fbxw11,Kif23,Clasp2,Misp,Kif15,Stag1,Ccnb1,Ankfn1,Gnai1","microtubule cytoskeleton organization involved in mitosis"
"GO:2000427","positive regulation of apoptotic cell clearance",6,3,0.5,24.8359073359073,8.36971649028627,0.000155075011493048,0.00522535364813531,"Trem2,Ccl2,Cd300lf","positive regulation of apoptotic cell clearance"
"GO:0090307","mitotic spindle assembly",77,8,0.103896103896104,5.16070801785088,5.24102469349842,0.000159220515821104,0.00533192159462648,"Uhrf1,Kif11,Mybl2,Kif23,Clasp2,Misp,Kif15,Stag1","mitotic spindle assembly"
"GO:0060326","cell chemotaxis",333,18,0.0540540540540541,2.68496295523323,4.43602462717469,0.000160221290403455,0.00533251840759967,"Tiam1,Ccl8,Cxcl16,Ccl9,Lyst,Retnlg,Rab13,Parva,Ccl7,Ccl2,C3ar1,Tmsb4x,Scg2,Cx3cr1,S100a9,Fcer1g,Fcgr3,C5ar2","cell chemotaxis"
"GO:1901987","regulation of cell cycle phase transition",458,22,0.0480349344978166,2.3859823641483,4.28986199200936,0.000173217336191542,0.00566086776409105,"Paf1,Cdk4,Fbxo5,Rad50,Ska3,Rptor,Cenpf,Tti1,Anp32b,Ino80,Ccl2,Dna2,Atf5,Rbbp8,Ccnb1,Clspn,Gjc2,Ptpn11,Cdkn2a,Mbtps2,Tmsb4x,Ptprv","regulation of cell cycle phase transition"
"GO:0072665","protein localization to vacuole",99,9,0.0909090909090909,4.51561951561952,5.02353430964988,0.000176335792663101,0.00569417663807931,"Vps13d,Rptor,Pik3r4,Vps8,Depdc5,Smurf1,Vps13a,Rnf152,Sorl1","protein localization to vacuole"
"GO:0032760","positive regulation of tumor necrosis factor production",122,10,0.0819672131147541,4.0714602190012,4.87427091287772,0.00018462117478989,0.00585713376160909,"Fcgr1,Psen1,Havcr2,Sash3,Ccl2,Cd84,Pik3r1,Ptpn11,Fcer1g,Fcgr3","positive regulation of tumor necrosis factor production"
"GO:0044093","positive regulation of molecular function",279,16,0.0573476702508961,2.84856284856285,4.44996485336393,0.000188317164890846,0.0059396547647258,"Rps6ka5,Ccny,Maged1,Als2,Ralgapb,Bcar3,Thy1,Cd84,Ctss,Wnk3,Dstyk,Rgs8,Sipa1l1,Rgs14,Bcas3,Rapgef2","positive regulation of molecular function"
"GO:0007264","small GTPase-mediated signal transduction",461,22,0.0477223427331887,2.37045536394777,4.25592547183034,0.000189820529673792,0.00595246458659147,"Tiam1,Dok2,Arhgap31,Als2,Psd4,Ralgapb,Iqgap3,Bcar3,Arhgap25,Sipa1l3,Rasgrp4,Tagap,Arhgap45,Syde2,Mapkap1,Itpkb,Arhgap9,Sipa1l1,Rhoj,Arhgap30,Rapgef2,Arhgap22","small GTPase-mediated signal transduction"
"GO:1902105","regulation of leukocyte differentiation",369,19,0.0514905149051491,2.55762731372487,4.31982580379667,0.000198477085749242,0.00615393907666202,"Ccl9,Acin1,Cd4,Trem2,Rptor,Sash3,Ubash3b,Ltf,Tespa1,Nfkbiz,C1qc,Nme1,Opa1,Itpkb,Pik3r1,Cdkn2a,Pilrb1,Runx3,Lilrb4a","regulation of leukocyte differentiation"
"GO:0097529","myeloid leukocyte migration",252,15,0.0595238095238095,2.95665563522706,4.47408968956498,0.000198514163763291,0.00615393907666202,"Ccl8,Lyst,Retnlg,Trem2,Ccl7,Ccl2,C3ar1,Pik3r1,Mrgprb2,Scg2,Cx3cr1,S100a9,Fcer1g,Fcgr3,C5ar2","myeloid leukocyte migration"
"GO:0030010","establishment of cell polarity",172,12,0.0697674418604651,3.46547544221963,4.65022702455005,0.000200986261604906,0.00619517312049215,"Tcirg1,Fbxw11,Llgl1,Ska3,Sipa1l3,Clasp2,Misp,Rhoj,Ankfn1,Plekhg3,Patj,Fat1","establishment of cell polarity"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",124,10,0.0806451612903226,4.00579150579151,4.8091852779065,0.00021093188533381,0.00646500270020292,"Fcgr1,Psen1,Havcr2,Sash3,Ccl2,Cd84,Pik3r1,Ptpn11,Fcer1g,Fcgr3","positive regulation of tumor necrosis factor superfamily cytokine production"
"GO:0010948","negative regulation of cell cycle process",312,17,0.0544871794871795,2.70647708147708,4.34690104089971,0.000220115329193449,0.0066652667887301,"Fbxo5,Rad50,Poc5,Ska3,Tti1,Naa10,Ccl2,Dna2,Atf5,Rbbp8,Ccnb1,Clspn,Gjc2,Ptpn11,Mbtps2,Tmsb4x,Ptprv","negative regulation of cell cycle process"
"GO:0010562","positive regulation of phosphorus metabolic process",227,14,0.0616740088105727,3.06345993570663,4.47595816068059,0.00022328047852862,0.0066652667887301,"Mlx,Psen1,Trem2,Ccny,Maged1,Rptor,Als2,Htr2b,Mapkap1,Wnk3,Dstyk,P2ry6,Tmsb4x,Rapgef2","positive regulation of phosphorus metabolic process"
"GO:0045937","positive regulation of phosphate metabolic process",227,14,0.0616740088105727,3.06345993570663,4.47595816068059,0.00022328047852862,0.0066652667887301,"Mlx,Psen1,Trem2,Ccny,Maged1,Rptor,Als2,Htr2b,Mapkap1,Wnk3,Dstyk,P2ry6,Tmsb4x,Rapgef2","positive regulation of phosphate metabolic process"
"GO:0007034","vacuolar transport",174,12,0.0689655172413793,3.42564239115963,4.60179896840099,0.000223746858615864,0.0066652667887301,"Rbsn,Lyst,Vps13d,Vti1a,Als2,Pik3r4,Vps8,Smurf1,Uevld,Vps13a,Sorl1,Clec16a","vacuolar transport"
"GO:0002761","regulation of myeloid leukocyte differentiation",149,11,0.0738255033557047,3.667046720738,4.67991196055595,0.000225081524730174,0.0066652667887301,"Ccl9,Acin1,Cd4,Trem2,Rptor,Ubash3b,Ltf,C1qc,Nme1,Pik3r1,Pilrb1","regulation of myeloid leukocyte differentiation"
"GO:0000280","nuclear division",467,22,0.0471092077087794,2.33999983464652,4.18883649014101,0.000227294812150243,0.0066652667887301,"Uhrf1,Spo11,Kif11,Mybl2,Fbxo5,Ska3,Ercc4,Tesmin,Kif2c,Cdk11b,Kif23,Clasp2,Ino80,Ncapd3,Misp,Kif15,Sun1,Stag1,Ccnb1,Ankle1,Cdca2,Espl1","nuclear division"
"GO:0010721","negative regulation of cell development",313,17,0.0543130990415335,2.69783018984297,4.33188541278355,0.000228527945762158,0.00666539841806295,"Psen1,Trem2,Pcm1,Thy1,Ubash3b,Ltf,C1qc,Nme1,Ctnna1,Atf5,Pik3r1,Cdkn2a,Sorl1,Rapgef2,Pilrb1,Runx3,Lilrb4a","negative regulation of cell development"
"GO:0050867","positive regulation of cell activation",406,20,0.0492610837438424,2.44688742225688,4.2121544738653,0.000243624493718304,0.00706771592738929,"Stat6,Slc4a1,Ttbk1,Lyst,Havcr2,Cd4,Trem2,Clec4d,Sash3,Thy1,Tespa1,Nfkbiz,Ccl2,Opa1,Itpkb,Sh3kbp1,H2-Ob,H2-Eb2,Runx3,H2-Ab1","positive regulation of cell activation"
"GO:0010324","membrane invagination",82,8,0.0975609756097561,4.84603069968924,4.99994934351209,0.000247086354838989,0.00709229351852655,"Fcgr1,Trem2,Arhgap25,Siglece,Smurf1,Xkr4,Fcer1g,Fcgr3","membrane invagination"
"GO:0002444","myeloid leukocyte mediated immunity",128,10,0.078125,3.88061052123552,4.68301193827888,0.00027306354325112,0.00767549078827631,"Fcgr1,Ncf1,Lyst,Stxbp1,Cd84,Lat2,Mrgprb2,Cx3cr1,Fcer1g,Fcgr3","myeloid leukocyte mediated immunity"
"GO:1990778","protein localization to cell periphery",410,20,0.0487804878048781,2.42301534984462,4.16334448177727,0.000276629471166143,0.00773564371688828,"Slc4a1,Epb41l2,Nkd2,Trem2,Nptx1,Stxbp1,Tspan18,Ehd4,Rab13,Kif2c,Wnk4,Misp,Smurf1,Wnk3,Pik3r1,Sorl1,Gnai1,Fcer1g,Dpp6,Kif1b","protein localization to cell periphery"
"GO:0071621","granulocyte chemotaxis",129,10,0.0775193798449612,3.85052826913292,4.65226480691757,0.000290785446980496,0.00800767030390452,"Ccl8,Lyst,Ccl7,Ccl2,C3ar1,Scg2,S100a9,Fcer1g,Fcgr3,C5ar2","granulocyte chemotaxis"
"GO:0045637","regulation of myeloid cell differentiation",234,14,0.0598290598290598,2.97181797181797,4.34321579653067,0.000304563851548152,0.00822019350571505,"Paf1,Ccl9,Acin1,Cd4,Trem2,Rptor,Ubash3b,Ltf,C1qc,Nme1,Itpkb,Pik3r1,Gpr171,Pilrb1","regulation of myeloid cell differentiation"
"GO:0038094","Fc-gamma receptor signaling pathway",17,4,0.235294117647059,11.6874858051329,6.31824294097303,0.00031375091662964,0.00842623130057326,"Fcgr1,Clec4d,Fcer1g,Fcgr3","Fc-gamma receptor signaling pathway"
"GO:0019220","regulation of phosphate metabolic process",415,20,0.0481927710843374,2.39382239382239,4.10312931461127,0.00032334245728334,0.00859869034687313,"Slc4a1,Mlx,Psen1,Samsn1,Trem2,Ccny,Maged1,Rptor,Als2,Htr2b,Adar,Birc3,Thy1,Mapkap1,Wnk3,Dstyk,P2ry6,Tmsb4x,Rgs14,Rapgef2","regulation of phosphate metabolic process"
"GO:0006911","phagocytosis, engulfment",65,7,0.107692307692308,5.34927234927235,5.03240206599863,0.000326804865351639,0.00860639026472156,"Fcgr1,Trem2,Arhgap25,Siglece,Xkr4,Fcer1g,Fcgr3","phagocytosis, engulfment"
"GO:0051174","regulation of phosphorus metabolic process",418,20,0.0478468899521531,2.37664185032606,4.06741571461404,0.000354560309771393,0.0091379700117531,"Slc4a1,Mlx,Psen1,Samsn1,Trem2,Ccny,Maged1,Rptor,Als2,Htr2b,Adar,Birc3,Thy1,Mapkap1,Wnk3,Dstyk,P2ry6,Tmsb4x,Rgs14,Rapgef2","regulation of phosphorus metabolic process"
"GO:0007052","mitotic spindle organization",133,10,0.075187969924812,3.73472290765524,4.53228591327084,0.000371586658065509,0.00938210033743592,"Uhrf1,Kif11,Mybl2,Kif23,Clasp2,Misp,Kif15,Stag1,Ccnb1,Gnai1","mitotic spindle organization"
"GO:0045786","negative regulation of cell cycle",388,19,0.0489690721649485,2.43238267722804,4.07499578434622,0.000371825174663359,0.00938210033743592,"Fbxo5,Rad50,Poc5,Ska3,Tti1,Naa10,Ccl2,Dna2,Atf5,Rbbp8,Ccnb1,Clspn,Gjc2,Ptpn11,Cdkn2a,Mbtps2,Tmsb4x,Runx3,Ptprv","negative regulation of cell cycle"
