"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"00561","Glycerolipid metabolism",63,11,0.174603174603175,2.79601384413414,3.68983178470724,0.00162132131310507,0.0508505320928409,"Dgkq,Aldh3a2,Glyctk,Plpp1,Lpin3,Dgat2,Mboat1,Dgkz,Mogat2,Lipg,Dgkk","00561","Glycerolipid metabolism","Lipid metabolism","Metabolism","Glycerolipid metabolism"
"05203","Viral carcinogenesis",228,26,0.114035087719298,1.82610473552302,3.25417118344898,0.00208932123204283,0.0592239968757248,"Ccne1,Irf9,Hdac9,Prkaca,Ranbp1,Cdk1,Snw1,Traf3,Syk,Hdac7,Irf7,Traf5,Creb3l1,Ccna2,Ccne2,Atp6v0d2,Hdac1,Ltbr,Casp3,Jak3,Creb5,H4c9,Gm2423,H2-Q10,Ccnd1,Ywhaq","05203","Viral carcinogenesis","Cancer: overview","Human Diseases","Viral carcinogenesis"
"01232","Nucleotide metabolism",85,13,0.152941176470588,2.44912870411322,3.46174268586045,0.00223162886778094,0.0592239968757248,"Impdh1,Rrm2,Entpd5,Ak3,Tk1,Uck2,Cmpk1,Dck,Nt5c3,Nt5e,Entpd6,Lacc1,Gda","01232","Nucleotide metabolism","Global and overview maps","Metabolism","Nucleotide metabolism"
"00240","Pyrimidine metabolism",57,10,0.175438596491228,2.80939190080464,3.53487158625753,0.00251450487520525,0.0619645844247007,"Rrm2,Entpd5,Umps,Tk1,Uck2,Cmpk1,Dck,Nt5c3,Nt5e,Entpd6","00240","Pyrimidine metabolism","Nucleotide metabolism","Metabolism","Pyrimidine metabolism"
"05161","Hepatitis B",164,20,0.121951219512195,1.95286997982762,3.17368565646547,0.00304077925195335,0.069937922794927,"Ccne1,E2f3,Birc5,E2f2,Traf3,Irf7,Creb3l1,Ccna2,Ccne2,Ikbkb,Casp3,Jak3,Tyk2,Smad3,Ikbke,Mapk10,Creb5,Gm2423,Stat4,Ywhaq","05161","Hepatitis B","Infectious disease: viral","Human Diseases","Hepatitis B"
"05160","Hepatitis C",167,20,0.119760479041916,1.91778848318401,3.08511472972203,0.00375157756001047,0.0808933911377258,"Irf9,Ppp2cb,E2f3,E2f2,Traf3,Eif3e,Irf7,Tnfrsf1a,Ikbkb,Casp3,Tyk2,Ifit1,Cd81,Cldn5,Ikbke,Cldn23,Gm2423,Ifit1bl2,Ccnd1,Ywhaq","05160","Hepatitis C","Infectious disease: viral","Human Diseases","Hepatitis C"
"04914","Progesterone-mediated oocyte maturation",93,13,0.139784946236559,2.23845096612499,3.09573058208024,0.00496524568396719,0.100765280056981,"Prkaca,Cdk1,Cpeb4,Adcy6,Bub1,Ccna2,Anapc7,Kif22,Plk1,Ccnb2,Ccnb1,Cdc25c,Mapk10","04914","Progesterone-mediated oocyte maturation","Endocrine system","Organismal Systems","Progesterone-mediated oocyte maturation"
"04962","Vasopressin-regulated water reabsorption",44,8,0.181818181818182,2.91155160628845,3.27906168593043,0.00530263804653477,0.101633895891917,"Prkaca,Adcy6,Dync2li1,Dctn4,Dync1i2,Creb3l1,Creb5,Rab11b","04962","Vasopressin-regulated water reabsorption","Excretory system","Organismal Systems","Vasopressin-regulated water reabsorption"
"05165","Human papillomavirus infection",359,35,0.0974930362116992,1.56120803401261,2.79161789881437,0.00569849023054398,0.103472585765141,"Itga5,Col6a1,Col1a1,Tcirg1,Ccne1,Irf9,Dvl3,Prkaca,Ppp2cb,Psen1,Col6a2,Traf3,Col2a1,Thbs2,Rps6kb2,Creb3l1,Ccna2,Ccne2,Atp6v0d2,Nfx1,Hdac1,Oasl2,Col1a2,Tnfrsf1a,Ikbkb,Casp3,Tyk2,Atp6v0e2,Ptger4,Ikbke,Fzd5,Col6a3,Creb5,H2-Q10,Ccnd1","05165","Human papillomavirus infection","Infectious disease: viral","Human Diseases","Human papillomavirus infection"
"05014","Amyotrophic lateral sclerosis",376,36,0.0957446808510638,1.53321068629019,2.71666871092948,0.00676390325620418,0.116677331169522,"Tubb5,Psmc3,Ndufa12,Actr10,Dnah12,Sod1,Tuba1b,Cox7a2l,Dctn4,Alyref,Psmd1,Optn,Nup210l,C9orf72,Gpx7,Tnfrsf1b,Ndc1,Pink1,Psmd9,Grin2b,Tnfrsf1a,Casp3,Map1lc3b,Atxn2l,Pik3c3,Ndufa13,Atg14,Psmd7,Nup133,Nup43,Klc3,Dnali1,Tubb2a,Hnrnpa3,Tank,Nrbf2","05014","Amyotrophic lateral sclerosis","Neurodegenerative disease","Human Diseases","Amyotrophic lateral sclerosis"
"00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",21,5,0.238095238095238,3.81274615109202,3.32971430018611,0.0082363322627256,0.129160665029106,"Xylt1,Chpf,Chpf2,B3galt6,Chst14","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Glycan biosynthesis and metabolism","Metabolism","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"00541","Biosynthesis of various nucleotide sugars",21,5,0.238095238095238,3.81274615109202,3.32971430018611,0.0082363322627256,0.129160665029106,"Cyb5r3,Gne,Gmppa,Cyb5r2,Gmppb","00541","O-Antigen nucleotide sugar biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Biosynthesis of various nucleotide sugars"
"00230","Purine metabolism",135,16,0.118518518518519,1.89790030632136,2.70958996573721,0.00989139648357256,0.142386710993387,"Impdh1,Rrm2,Entpd5,Pde1b,Adcy6,Pde10a,Ak3,Papss1,Paics,Nudt9,Dck,Hddc3,Nt5e,Entpd6,Lacc1,Gda","00230","Purine metabolism","Nucleotide metabolism","Metabolism","Purine metabolism"
"00564","Glycerophospholipid metabolism",101,13,0.128712871287129,2.06114791930321,2.76531182573026,0.0099051625038878,0.142386710993387,"Dgkq,Ptdss1,Plpp1,Chkb,Ptdss2,Lpgat1,Lpin3,Pla2g15,Mboat1,Sgms1,Dgkz,Pla2g4e,Dgkk","00564","Glycerophospholipid metabolism","Lipid metabolism","Metabolism","Glycerophospholipid metabolism"
"04216","Ferroptosis",41,7,0.170731707317073,2.73401797175867,2.87092154726997,0.0125662494465075,0.173414242361804,"Acsl1,Vdac2,Slc11a2,Steap3,Map1lc3b,Gclc,Slc39a8","04216","Ferroptosis","Cell growth and death","Cellular Processes","Ferroptosis"
"04668","TNF signaling pathway",118,14,0.11864406779661,1.89991079393399,2.53687001903058,0.0150924000283228,0.20026453883736,"Mmp14,Rhbdf1,Map3k14,Traf3,Traf5,Creb3l1,Tnfrsf1b,Tnfrsf1a,Ikbkb,Casp3,Ccl2,Mapk10,Creb5,Ifi47","04668","TNF signaling pathway","Signal transduction","Environmental Information Processing","TNF signaling pathway"
"00514","Other types of O-glycan biosynthesis",43,7,0.162790697674419,2.60685434516524,2.72475517209167,0.016178936621441,0.206180605696623,"Plod3,Pofut2,Gxylt2,Colgalt1,Galnt6,B4galt3,Galnt4","00514","Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Other types of O-glycan biosynthesis"
"05022","Pathways of neurodegeneration - multiple diseases",481,42,0.0873180873180873,1.39827114563957,2.30688619683949,0.0167334984333491,0.206180605696623,"Tubb5,Psmc3,Dvl3,Psen2,Calm3,Psen1,Ndufa12,Ube2g1,Actr10,Vdac2,Ppif,Dnah12,Sod1,Tuba1b,Cox7a2l,Dctn4,Psmd1,Optn,C9orf72,Gpx7,Tnfrsf1b,Pink1,Psmd9,Grin2b,Tnfrsf1a,Casp3,Map1lc3b,Atxn2l,Ift57,Pik3c3,Ndufa13,Atg14,Psmd7,Hip1,Klc3,Dnali1,Fzd5,Mapk10,Tubb2a,Tank,Slc25a31,Nrbf2","05022","Pathways of neurodegeneration - multiple diseases","Neurodegenerative disease","Human Diseases","Pathways of neurodegeneration - multiple diseases"
"04390","Hippo signaling pathway",158,17,0.107594936708861,1.72297515941753,2.3628493527724,0.0196500922457248,0.233768338785347,"Itgb2,Dvl3,Mob1b,Ppp2cb,Birc5,Nkd2,Stk3,Snai2,Btrc,Rassf6,Tead4,Smad3,Ctnna1,Fzd5,Gm2423,Ccnd1,Ywhaq","04390","Hippo signaling pathway","Signal transduction","Environmental Information Processing","Hippo signaling pathway"
"04137","Mitophagy - animal",100,12,0.12,1.92162406015038,2.38968531943563,0.0215877911555118,0.241570074123294,"Fis1,Bnip3l,Samm50,Rabgef1,Optn,Pink1,Gabarapl1,Amfr,Map1lc3b,Mul1,Mapk10,Tomm20","04137","Mitophagy - animal","Transport and catabolism","Cellular Processes","Mitophagy - animal"
"04512","ECM-receptor interaction",89,11,0.123595505617978,1.9792008110163,2.39401775200749,0.0223010538809959,0.241570074123294,"Itga5,Col6a1,Col1a1,Cd44,Col6a2,Hmmr,Col2a1,Thbs2,Col1a2,Col6a3,Cd47","04512","ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing","ECM-receptor interaction"
"04380","Osteoclast differentiation",136,15,0.110294117647059,1.76619858469704,2.32081234071704,0.0224064996288272,0.241570074123294,"Irf9,Map3k14,Syk,Ifngr2,Tnfrsf11a,Fcgr2b,Tnfrsf1a,Ikbkb,Tyk2,Mapk10,Pirb,Sirpb1c,Pira2,Sirpb1b,Lilrb4a","04380","Osteoclast differentiation","Development and regeneration","Organismal Systems","Osteoclast differentiation"
"00051","Fructose and mannose metabolism",37,6,0.162162162162162,2.59678927047348,2.51097509285733,0.0256924372368556,0.268602752930763,"Pfkl,Pfkfb4,Pfkfb3,Khk,Gmppa,Gmppb","00051","Fructose and mannose metabolism","Carbohydrate metabolism","Metabolism","Fructose and mannose metabolism"
"05017","Spinocerebellar ataxia",141,15,0.106382978723404,1.70356742921133,2.17044011732264,0.029852811827352,0.292262633378488,"Psmc3,Vdac2,Ppif,Vldlr,Psmd1,Nop56,Psmd9,Grin2b,Atxn2l,Pik3c3,Atg14,Psmd7,Mapk10,Slc25a31,Nrbf2","05017","Spinocerebellar ataxia","Neurodegenerative disease","Human Diseases","Spinocerebellar ataxia"
"04140","Autophagy - animal",167,17,0.101796407185629,1.63012021070641,2.11812762871217,0.0316383390448171,0.292262633378488,"Prkaca,Ppp2cb,Ctsb,Rps6kb2,Atg4b,Optn,C9orf72,Gabarapl1,Igbp1,Map1lc3b,Vps11,Pik3c3,Atg14,Trp53inp2,Mapk10,Tank,Nrbf2","04140","Autophagy - animal","Transport and catabolism","Cellular Processes","Autophagy - animal"
"04640","Hematopoietic cell lineage",94,11,0.117021276595745,1.87392417213246,2.19634782067414,0.0319310685423446,0.292262633378488,"Itga5,Il7r,Cd33,Cd44,Cd34,Il9r,Cd9,Cd24a,Csf2ra,Il3ra,Flt3l","04640","Hematopoietic cell lineage","Immune system","Organismal Systems","Hematopoietic cell lineage"
"05152","Tuberculosis",180,18,0.1,1.60135338345865,2.09993556629743,0.0321912465750219,0.292262633378488,"Itgb2,Tcirg1,Calm3,Nfyb,Mrc2,Syk,Ifngr2,Fcgr2b,Card9,Atp6v0d2,Tnfrsf1a,Itgax,Casp3,Malt1,Pik3c3,Cd209c,Mapk10,Irak2","05152","Tuberculosis","Infectious disease: bacterial","Human Diseases","Tuberculosis"
"03013","Nucleocytoplasmic transport",119,13,0.109243697478992,1.74937764579516,2.12154665411148,0.0343179134153207,0.301604772234841,"Phax,Sap18,Alyref,Nup210l,Ndc1,Ipo5,Ddx19b,Thoc5,Eef1a1,Nup133,Nup43,Sap18b,Gm5576","03013","Nucleocytoplasmic transport","Translation","Genetic Information Processing","Nucleocytoplasmic transport"
"04151","PI3K-Akt signaling pathway",368,32,0.0869565217391304,1.39248120300752,1.97750526980934,0.0354782576922415,0.301604772234841,"Itga5,Col6a1,Col1a1,Ccne1,Efna2,Il7r,Ppp2cb,Col6a2,Syk,Col2a1,Thbs2,Rps6kb2,Pkn3,Creb3l1,Eif4e,Ccne2,Rps6,Col1a2,Ret,Fgfr2,Ikbkb,Jak3,Col6a3,F2r,Lpar4,Creb5,Ntrk2,Gm2423,Il3ra,Ccnd1,Ywhaq,Flt3l","04151","PI3K-Akt signaling pathway","Signal transduction","Environmental Information Processing","PI3K-Akt signaling pathway"
"04662","B cell receptor signaling pathway",84,10,0.119047619047619,1.90637307554601,2.15230812954122,0.0358428859757347,0.301604772234841,"Blk,Syk,Nfkbie,Fcgr2b,Ikbkb,Malt1,Cd81,Pirb,Pira2,Lilrb4a","04662","B cell receptor signaling pathway","Immune system","Organismal Systems","B cell receptor signaling pathway"
"04330","Notch signaling pathway",63,8,0.126984126984127,2.03346461391574,2.1232077877634,0.0413008611196602,0.318850571266004,"Dvl3,Psen2,Psen1,Snw1,Hdac1,Dtx4,Dtx3,Numbl","04330","Notch signaling pathway","Signal transduction","Environmental Information Processing","Notch signaling pathway"
"04657","IL-17 signaling pathway",98,11,0.112244897959184,1.79743747122909,2.0467058135417,0.0415220581085917,0.318850571266004,"Mapk7,Il17rb,Traf3,Traf5,Ikbkb,Casp3,Ccl2,Il25,Ikbke,Mapk6,Mapk10","04657","IL-17 signaling pathway","Immune system","Organismal Systems","IL-17 signaling pathway"
"05231","Choline metabolism in cancer",98,11,0.112244897959184,1.79743747122909,2.0467058135417,0.0415220581085917,0.318850571266004,"Dgkq,Slc22a4,Plpp1,Chkb,Rps6kb2,Slc44a1,Dgkz,Slc22a2,Mapk10,Pla2g4e,Dgkk","05231","Choline metabolism in cancer","Cancer: overview","Human Diseases","Choline metabolism in cancer"
"00071","Fatty acid degradation",52,7,0.134615384615385,2.15566801619433,2.15593596020432,0.0415892049477397,0.318850571266004,"Cpt1c,Aldh3a2,Acsl1,Eci3,Eci2,Cpt2,Acaa2","00071","Fatty acid degradation","Lipid metabolism","Metabolism","Fatty acid degradation"
"03450","Non-homologous end-joining",13,3,0.230769230769231,3.69543088490457,2.50959285863788,0.0433294782352463,0.324971086764347,"Polm,Xrcc4,Xrcc5","03450","Non-homologous end-joining","Replication and repair","Genetic Information Processing","Non-homologous end-joining"
"04136","Autophagy - other",32,5,0.15625,2.50211466165414,2.19618905749951,0.046433882303521,0.340844455206696,"Ppp2cb,Atg4b,Gabarapl1,Igbp1,Pik3c3","04136","Autophagy - other","Transport and catabolism","Cellular Processes","Autophagy - other"
"04148","Efferocytosis",163,16,0.098159509202454,1.5718806217999,1.89883318879246,0.0481008599724557,0.345724931052025,"Cpt1c,Pros1,Lipa,Alox5,Casp3,Pla2g15,Panx1,Vps11,Vps8,Ano7,Ptger4,Cd24a,Cd47,Nr1h2,Sirpb1c,Sirpb1b","04148","Efferocytosis","Transport and catabolism","Cellular Processes","Efferocytosis"
