"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"04010","MAPK signaling pathway",299,15,0.0501672240802676,2.10327074500303,3.02472679976741,0.00536367649460967,0.130031469531905,"Akt2,Arrb1,Dusp6,Fgf10,Nr4a1,Rps6ka4,Chuk,Rasgrp1,Cacna1f,Dusp4,Pdgfd,Prkcb,Dusp7,Kdr,Lamtor3","04010","MAPK signaling pathway","Signal transduction","Environmental Information Processing","MAPK signaling pathway"
"04148","Efferocytosis",163,10,0.0613496932515337,2.57209796628182,3.16160139189265,0.00565612384399152,0.130031469531905,"Axl,Rxra,Il10,Sgk1,Dusp4,Ptgs2,Lrp1,Dusp7,Timd4,Ano3","04148","Efferocytosis","Transport and catabolism","Cellular Processes","Efferocytosis"
"04550","Signaling pathways regulating pluripotency of stem cells",140,9,0.0642857142857143,2.69519122609674,3.15602656736422,0.00630766737650287,0.130031469531905,"Acvr1b,Akt2,Wnt9b,Il6st,Bmpr1a,Bmp4,Wnt2b,Pik3cb,Jarid2","04550","Signaling pathways regulating pluripotency of stem cells","Cellular community - eukaryotes","Cellular Processes","Signaling pathways regulating pluripotency of stem cells"
"04520","Adherens junction",92,7,0.0760869565217391,3.18996062992126,3.29760469657128,0.00633270143824213,0.130031469531905,"Fer,Rock1,Baiap2,Tjp1,Ep300,Actg1,Heg1","04520","Adherens junction","Cellular community - eukaryotes","Cellular Processes","Adherens junction"
"04920","Adipocytokine signaling pathway",72,6,0.0833333333333333,3.49376640419947,3.31878714032605,0.00728948565317406,0.140322598823601,"Akt2,Rxra,Chuk,Adipor2,Acsl4,Irs1","04920","Adipocytokine signaling pathway","Endocrine system","Organismal Systems","Adipocytokine signaling pathway"
"04814","Motor proteins",198,11,0.0555555555555556,2.32917760279965,2.9510415111548,0.0078747919673558,0.142672701526211,"Kif26a,Kif13a,Kif20b,Kif26b,Kif3b,Kif16b,Myh6,Cenpe,Myh7,Actg2,Actg1","04814","Motor proteins","Cell motility","Cellular Processes","Motor proteins"
"04510","Focal adhesion",202,11,0.0544554455445545,2.28305527403134,2.87782172144219,0.00908534929516688,0.149860397871762,"Vwf,Akt2,Rock1,Ibsp,Pdgfd,Pik3cb,Rapgef1,Prkcb,Actg1,Kdr,Itga10","04510","Focal adhesion","Cellular community - eukaryotes","Cellular Processes","Focal adhesion"
"05226","Gastric cancer",150,9,0.06,2.51551181102362,2.92192873717899,0.00974318508987879,0.149860397871762,"Jup,Akt2,Rxra,Wnt9b,Fgf10,Lrp5,Wnt2b,Lrp6,Pik3cb","05226","Gastric cancer","Cancer: specific types","Human Diseases","Gastric cancer"
"04611","Platelet activation",126,8,0.0634920634920635,2.66191726034246,2.9333475239442,0.0105138149269428,0.149860397871762,"Vwf,Akt2,Pik3cg,Rock1,Rasgrp1,Pik3cb,Prkg1,Actg1","04611","Platelet activation","Immune system","Organismal Systems","Platelet activation"
"04152","AMPK signaling pathway",127,8,0.062992125984252,2.64095728191456,2.90796128268743,0.01099672101031,0.149860397871762,"Akt2,Srebf1,Adipor2,Pik3cb,Eef2,Elavl1,Irs1,Gm2436","04152","AMPK signaling pathway","Signal transduction","Environmental Information Processing","AMPK signaling pathway"
"04518","Integrin signaling",153,9,0.0588235294117647,2.46618805002316,2.85536816132923,0.0110077287727301,0.149860397871762,"Vwf,Akt2,Ibsp,Itgal,Pdgfd,Pik3cb,Actg1,Kdr,Itga10","04518","Integrin signaling","Signaling molecules and interaction","Environmental Information Processing","Integrin signaling"
"04923","Regulation of lipolysis in adipocytes",57,5,0.087719298245614,3.67764884652576,3.16840504733635,0.011329871823565,0.149860397871762,"Akt2,Pik3cb,Ptgs2,Prkg1,Irs1","04923","Regulation of lipolysis in adipocytes","Endocrine system","Organismal Systems","Regulation of lipolysis in adipocytes"
"01521","EGFR tyrosine kinase inhibitor resistance",80,6,0.075,3.14438976377953,3.00933407495243,0.0119858570321348,0.149860397871762,"Axl,Akt2,Pdgfd,Pik3cb,Prkcb,Kdr","01521","EGFR tyrosine kinase inhibitor resistance","Drug resistance: antineoplastic","Human Diseases","EGFR tyrosine kinase inhibitor resistance"
"04370","VEGF signaling pathway",58,5,0.0862068965517241,3.61424110779256,3.12054022323458,0.0121639933337469,0.149860397871762,"Akt2,Pik3cb,Ptgs2,Prkcb,Kdr","04370","VEGF signaling pathway","Signal transduction","Environmental Information Processing","VEGF signaling pathway"
"00770","Pantothenate and CoA biosynthesis",21,3,0.142857142857143,5.98931383577053,3.57736562740507,0.012981165388219,0.152675261930487,"Pank3,Dpyd,Vnn1","00770","Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism","Pantothenate and CoA biosynthesis"
"04390","Hippo signaling pathway",158,9,0.0569620253164557,2.38814412438951,2.74785170927455,0.0133838703640362,0.152675261930487,"Nf2,Wnt9b,Dlg5,Bmpr1a,Bmp4,Smad7,Wnt2b,Gdf7,Actg1","04390","Hippo signaling pathway","Signal transduction","Environmental Information Processing","Hippo signaling pathway"
"04213","Longevity regulating pathway - multiple species",61,5,0.0819672131147541,3.43649154511424,2.98305659246741,0.0149140155238035,0.164054170761838,"Clpb,Akt2,Cat,Pik3cb,Irs1","04213","Longevity regulating pathway - multiple species","Aging","Organismal Systems","Longevity regulating pathway - multiple species"
"05135","Yersinia infection",136,8,0.0588235294117647,2.46618805002316,2.689889441487,0.0161095336959995,0.171094357874753,"Akt2,Il10,Rock1,Chuk,Baiap2,Pik3cb,Ccl12,Actg1","05135","Yersinia infection","Infectious disease: bacterial","Human Diseases","Yersinia infection"
"04146","Peroxisome",87,6,0.0689655172413793,2.89139288623405,2.76889781577998,0.0175692983931218,0.174756914338122,"Acox1,Hacl1,Ehhadh,Paox,Cat,Acsl4","04146","Peroxisome","Transport and catabolism","Cellular Processes","Peroxisome"
"04625","C-type lectin receptor signaling pathway",112,7,0.0625,2.62032480314961,2.69458094339251,0.0175891699496162,0.174756914338122,"Akt2,Il10,Mdm2,Chuk,Pik3cb,Ptgs2,Cd209b","04625","C-type lectin receptor signaling pathway","Immune system","Organismal Systems","C-type lectin receptor signaling pathway"
"03320","PPAR signaling pathway",89,6,0.0674157303370786,2.82641776519508,2.70459225311008,0.0194455141054524,0.179374954000765,"Plin5,Rxra,Acox1,Ehhadh,Acsl4,Slc27a1","03320","PPAR signaling pathway","Endocrine system","Organismal Systems","PPAR signaling pathway"
"04928","Parathyroid hormone synthesis, secretion and action",116,7,0.0603448275862069,2.52996877545479,2.58984726655933,0.0209144834230142,0.179374954000765,"Rxra,Arrb1,Sgk1,Lrp5,Lrp6,Arhgef11,Prkcb","04928","Parathyroid hormone synthesis, secretion and action","Endocrine system","Organismal Systems","Parathyroid hormone synthesis, secretion and action"
"04630","JAK-STAT signaling pathway",171,9,0.0526315789473684,2.20658930791546,2.48631965608898,0.021325762680907,0.179374954000765,"Akt2,Il10,Il6st,Il15ra,Ptpn2,Pik3cb,Cish,Ep300,Aox3","04630","JAK-STAT signaling pathway","Signal transduction","Environmental Information Processing","JAK-STAT signaling pathway"
"04022","cGMP-PKG signaling pathway",172,9,0.0523255813953488,2.1937603003113,2.46718386469468,0.0220523482007177,0.179374954000765,"Akt2,Pik3cg,Rock1,Adra1d,Cacna1f,Myh6,Prkg1,Myh7,Irs1","04022","cGMP-PKG signaling pathway","Signal transduction","Environmental Information Processing","cGMP-PKG signaling pathway"
"05207","Chemical carcinogenesis - receptor activation",231,11,0.0476190476190476,1.99643794525684,2.39333065555641,0.0226476454042927,0.179374954000765,"Akt2,Rxra,Arrb1,Hsp90aa1,Fgf10,Bcl6,Cacna1f,Pik3cb,Gstt2,Prkcb,Ptges3","05207","Chemical carcinogenesis - receptor activation","Cancer: overview","Human Diseases","Chemical carcinogenesis - receptor activation"
"04668","TNF signaling pathway",118,7,0.0593220338983051,2.48708794875217,2.5391098142312,0.0227312446573252,0.179374954000765,"Akt2,Rps6ka4,Chuk,Pik3cb,Ptgs2,Ccl12,Bag4","04668","TNF signaling pathway","Signal transduction","Environmental Information Processing","TNF signaling pathway"
"05164","Influenza A",174,9,0.0517241379310345,2.16854466467554,2.42930228065354,0.0235586005650804,0.179374954000765,"Akt2,Nxf1,Chuk,Pik3cb,Ccl12,Hnrnpul1,Prkcb,Ep300,Actg1","05164","Influenza A","Infectious disease: viral","Human Diseases","Influenza A"
"04670","Leukocyte transendothelial migration",119,7,0.0588235294117647,2.46618805002316,2.51412926489127,0.0236793510740416,0.179374954000765,"Itk,Rock1,Itgal,Pik3cb,Prkcb,Txk,Actg1","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems","Leukocyte transendothelial migration"
"05010","Alzheimer disease",389,16,0.0411311053984576,1.72442969050463,2.27528599906118,0.024044684583981,0.179374954000765,"Slc39a13,Akt2,Wnt9b,Lrp5,Chuk,Ppid,Wnt2b,Lrp6,Cacna1f,Pik3cb,Ptgs2,Lrp1,Ambra1,Cdk5r1,Irs1,Ide","05010","Alzheimer disease","Neurodegenerative disease","Human Diseases","Alzheimer disease"
"05205","Proteoglycans in cancer",204,10,0.0490196078431373,2.05515670835263,2.37857285708582,0.0243779866801028,0.179374954000765,"Akt2,Wnt9b,Mdm2,Rock1,Wnt2b,Pik3cb,Prkcb,Eif4b,Actg1,Kdr","05205","Proteoglycans in cancer","Cancer: overview","Human Diseases","Proteoglycans in cancer"
"05224","Breast cancer",147,8,0.054421768707483,2.28164336600782,2.44584249877192,0.0244602210001043,0.179374954000765,"Akt2,Wnt9b,Ncoa1,Fgf10,Lrp5,Wnt2b,Lrp6,Pik3cb","05224","Breast cancer","Cancer: specific types","Human Diseases","Breast cancer"
"05221","Acute myeloid leukemia",70,5,0.0714285714285714,2.99465691788526,2.61717975207604,0.025569515207835,0.18002292122715,"Jup,Akt2,Dusp6,Chuk,Pik3cb","05221","Acute myeloid leukemia","Cancer: specific types","Human Diseases","Acute myeloid leukemia"
"04392","Hippo signaling pathway - multiple species",27,3,0.111111111111111,4.6583552055993,2.97511143351095,0.0257175601753072,0.18002292122715,"Nf2,Dchs1,Fat4","04392","Hippo signaling pathway - multiple species","Signal transduction","Environmental Information Processing","Hippo signaling pathway - multiple species"
"04660","T cell receptor signaling pathway",122,7,0.0573770491803279,2.40554408157997,2.44067924128932,0.0266864663154422,0.182654036114582,"Akt2,Il10,Itk,Chuk,Rasgrp1,Pik3cb,Gm2436","04660","T cell receptor signaling pathway","Immune system","Organismal Systems","T cell receptor signaling pathway"
"05218","Melanoma",72,5,0.0694444444444444,2.91147200349956,2.54385041583076,0.0284605585977653,0.190562001045907,"Akt2,Mdm2,Fgf10,Pdgfd,Pik3cb","05218","Melanoma","Cancer: specific types","Human Diseases","Melanoma"
"04015","Rap1 signaling pathway",215,10,0.0465116279069767,1.95000915583227,2.19968370364448,0.0333339948744936,0.218444051517958,"Akt2,Fgf10,Prkd3,Itgal,Pdgfd,Pik3cb,Rapgef1,Prkcb,Actg1,Kdr","04015","Rap1 signaling pathway","Signal transduction","Environmental Information Processing","Rap1 signaling pathway"
"05144","Malaria",77,5,0.0649350649350649,2.72241537989569,2.37106419747376,0.036567086774754,0.234638806804671,"Il10,Klrk1,Itgal,Ccl12,Lrp1","05144","Malaria","Infectious disease: parasitic","Human Diseases","Malaria"
"00410","beta-Alanine metabolism",32,3,0.09375,3.93048720472441,2.59509070814319,0.0399994789980819,0.251425296559372,"Acox1,Ehhadh,Dpyd","00410","beta-Alanine metabolism","Metabolism of other amino acids","Metabolism","beta-Alanine metabolism"
"04062","Chemokine signaling pathway",194,9,0.0463917525773196,1.94498335903888,2.07635515212128,0.0428428281044409,0.259997277487856,"Akt2,Arrb1,Itk,Pik3cg,Rock1,Chuk,Pik3cb,Ccl12,Prkcb","04062","Chemokine signaling pathway","Immune system","Organismal Systems","Chemokine signaling pathway"
"05163","Human cytomegalovirus infection",256,11,0.04296875,1.80147330216535,2.02897741061521,0.0430514972463657,0.259997277487856,"Akt2,Ptger1,Mdm2,Rock1,Chuk,Pik3cb,Ptgs2,Ccl12,Tapbpl,Arhgef11,Prkcb","05163","Human cytomegalovirus infection","Infectious disease: viral","Human Diseases","Human cytomegalovirus infection"
"04931","Insulin resistance",110,6,0.0545454545454545,2.28682891911238,2.12058695435444,0.0477379098198648,0.281323462732697,"Akt2,Srebf1,Slc27a1,Pik3cb,Prkcb,Irs1","04931","Insulin resistance","Endocrine and metabolic disease","Human Diseases","Insulin resistance"
"00604","Glycosphingolipid biosynthesis - ganglio series",15,2,0.133333333333333,5.59002624671916,2.78068057589804,0.0485103293416898,0.281323462732697,"St3gal2,St6galnac5","00604","Glycosphingolipid biosynthesis - ganglio series","Glycan biosynthesis and metabolism","Metabolism","Glycosphingolipid biosynthesis - ganglio series"
